날짜,설비용량(MW),경도,위도,발전기명,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시,합계
2022-07-18,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,672,0,4848,16704,33264,32160,26640,22272,24096,8928,16752,19200,1296,0,0,0,0,206832
2022-07-19,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,96,3696,36768,118560,159552,197136,137856,241344,319248,272352,202032,108384,23712,864,0,0,0,0,1821600
2022-07-20,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,11616,76224,147072,212880,249504,307680,310416,321456,298512,266928,176592,97200,29376,864,0,0,0,0,2506320
2022-07-21,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,5424,60048,101136,197904,217824,308208,333264,231312,209712,109680,58176,10176,1584,0,0,0,0,1844448
2022-07-22,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,15216,31776,70944,106080,100032,148032,110976,88032,73872,91728,80592,25152,12336,0,0,0,0,0,954768
2022-07-23,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,3408,40032,135552,101520,162768,232032,255072,196608,136080,122496,80880,50016,8112,0,0,0,0,0,1524576
2022-07-24,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,528,24816,62736,113376,230688,273648,272208,318000,225216,183120,100032,29760,720,0,0,0,0,1834848
2022-07-25,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,144,23568,46704,57120,74832,203040,301536,315936,345456,316320,264048,191088,100080,29280,1536,0,0,0,0,2270688
2022-07-26,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,1776,16608,70416,203664,280224,330816,347856,345360,325392,281328,203040,115824,29520,192,0,0,0,0,2552016
2022-07-27,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,15312,57120,52224,147264,141408,146544,141984,112464,147168,173280,48864,59952,36576,4128,0,0,0,0,1284288
2022-07-28,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,48,4176,23520,31968,59328,64368,63024,116208,63696,93216,89568,66480,12288,48,0,0,0,0,687936
2022-07-29,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,13440,88992,160368,239808,235872,228960,227376,321792,325152,273120,203568,109248,25344,144,0,0,0,0,2453184
2022-07-30,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,4800,22416,83232,103488,183792,191040,219648,223584,244320,149376,62112,28320,1728,0,0,0,0,0,1517856
2022-07-31,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,8112,18144,45312,30384,100752,179088,213120,167568,125328,92112,71136,35760,7008,0,0,0,0,0,1093824
2022-08-01,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,12336,36192,146208,135744,190656,276336,149136,132720,170832,152976,121056,60672,14832,816,0,0,0,0,1600512
2022-08-02,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,7392,38832,60720,181248,86592,102000,180144,171120,128832,119136,57984,80736,26112,48,0,0,0,0,1240896
2022-08-03,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,7344,44592,87984,236688,297936,244368,228384,222240,145728,168960,161136,91248,17184,0,0,0,0,0,1953792
2022-08-04,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,9312,65472,104736,113712,118800,157872,279216,277344,96816,124176,139584,114144,24528,144,0,0,0,0,1625856
2022-08-05,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,10992,66432,143568,189984,186960,148704,101712,115968,52992,185184,94752,107328,27456,528,0,0,0,0,1432560
2022-08-06,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,14304,63072,139344,218352,267552,294624,316992,311040,212256,191040,165168,81216,23376,336,0,0,0,0,2298672
2022-08-07,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,10800,57264,133968,213408,242496,178272,266880,307872,294144,245616,160224,90432,18192,0,0,0,0,0,2219568
2022-08-08,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,9984,42432,90000,153504,197280,188592,234480,209328,166128,137760,94560,66384,19296,0,0,0,0,0,1609728
2022-08-09,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,3168,26448,75504,127968,136128,104160,196752,188976,129264,102720,71520,48144,16512,0,0,0,0,0,1227264
2022-08-10,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,4032,25008,55248,77664,142416,124896,77376,128976,80784,37344,25248,18384,6528,0,0,0,0,0,803904
2022-08-11,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,4992,30240,46704,55776,70944,96768,88992,81984,69408,56016,38400,9456,768,0,0,0,0,0,650448
2022-08-12,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,8592,46944,111696,196224,244800,321072,331632,319248,302688,255168,146592,53328,17712,1056,0,0,0,0,2356752
2022-08-13,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,7680,25536,43440,65184,147312,159504,180720,310080,199680,31056,14688,21552,5472,0,0,0,0,0,1211904
2022-08-14,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,288,33984,180816,258672,320688,247440,141024,153744,173904,85488,50880,19152,0,0,0,0,0,1666080
2022-08-15,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,8016,53280,134880,230160,238128,285696,240816,142560,206592,156048,112896,85392,17472,0,0,0,0,0,1911936
2022-08-16,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,4704,35184,18528,2976,16128,44160,81744,45888,29472,44448,4464,7392,336,0,0,0,0,0,335424
2022-08-17,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,6000,55200,69888,125760,136368,65088,34752,35856,59472,88944,51168,13584,96,0,0,0,0,742176
2022-08-18,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,3264,70368,143184,259728,306528,330912,348480,339696,259728,223632,127584,67632,4656,0,0,0,0,0,2485392
2022-08-19,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,16080,61392,113904,156864,140832,299856,278544,149088,197328,145104,83472,40416,8640,0,0,0,0,0,1691520
2022-08-20,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,9648,54432,38256,40608,68736,101232,79344,25680,34368,16512,31200,1632,2688,0,0,0,0,0,504336
2022-08-21,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,5616,43392,124560,224880,299136,342816,361728,344880,280992,273696,197328,81072,8304,0,0,0,0,0,2588400
2022-08-22,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,6864,57792,153552,235632,284112,327168,347184,340704,298512,203568,138048,89472,17136,0,0,0,0,0,2499744
2022-08-23,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,2496,20880,121728,173184,240288,258192,215520,195024,78000,89136,25488,10560,0,0,0,0,0,0,1430496
2022-08-24,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,4512,20208,15168,27936,22032,54720,74112,62976,32016,29184,1344,192,0,0,0,0,0,344400
2022-08-25,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,16128,38208,71808,203232,283008,292128,349872,276336,294864,239616,117936,47904,7776,0,0,0,0,0,2238816
2022-08-26,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,9456,56304,180912,295536,332736,352272,346464,316128,257376,170544,57600,6240,0,0,0,0,0,2381568
2022-08-27,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,7920,34032,76320,83712,115488,164736,320688,316608,279504,228240,154128,101280,13728,0,0,0,0,0,1896384
2022-08-28,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,3120,29424,81456,163344,296976,309984,358560,330720,312384,268944,200736,80400,4896,0,0,0,0,0,2440944
2022-08-29,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,6672,35280,72336,101280,209232,312096,264864,221280,87360,48144,37152,22512,4320,0,0,0,0,0,1422528
2022-08-30,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,2448,18144,13296,112944,73728,62832,20592,5712,4224,2544,2880,816,0,0,0,0,0,0,320160
2022-08-31,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,192,624,96,1776,4656,14592,55680,62448,41472,38640,16656,8640,864,0,0,0,0,0,246336
2022-09-01,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,1728,28896,51504,58608,33696,34944,45408,55536,74400,46416,26448,18960,1056,0,0,0,0,0,477600
2022-09-02,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,1152,26592,46704,43968,35280,25008,27120,20976,5616,3888,0,0,0,0,0,0,0,236304
2022-09-03,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,576,1776,16512,30720,37488,47472,56304,42624,71712,43680,8688,0,0,0,0,0,0,357552
2022-09-04,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,6480,80880,84672,181584,191616,160944,158880,156720,144336,159744,32496,6384,0,0,0,0,0,1364736
2022-09-05,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,240,18192,51792,66528,75744,48576,60816,89904,62832,51408,18288,1440,,,,,,,545760
2022-09-06,0.5,35.47765,129.3808,울산태양광#1,,,,,,,,,,,39936,130272,302400,290112,192768,175728,194736,70272,1824,0,0,0,0,0,1398048
2022-09-07,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,4416,53664,147936,236112,302112,345792,359760,335808,322800,260640,165552,60720,2592,0,0,0,0,0,2597904
2022-09-08,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,1392,51504,149664,241728,294528,310368,329376,348816,325248,260016,100272,57072,3696,0,0,0,0,0,2473680
2022-09-09,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,1776,34512,144528,145344,205536,289584,321744,309024,293520,234144,138240,49296,2400,0,0,0,0,0,2169648
2022-09-10,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,3024,41328,54432,82752,121440,140832,244992,108432,97920,73488,21552,1968,0,0,0,0,0,992160
2022-09-11,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,2496,61152,90240,93696,81984,253632,266592,345744,207984,61488,78864,33696,672,0,0,0,0,0,1578240
2022-09-12,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,1632,20352,71232,122448,139152,206496,174192,182880,149664,76704,50880,18816,1104,0,0,0,0,0,1215552
2022-09-13,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,480,29088,69984,110592,165600,226320,162288,200640,164160,156720,86064,40320,5568,0,0,0,0,0,1417824
2022-09-14,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,3888,78768,198192,241440,240672,245568,240912,288240,182688,49248,14064,1248,0,0,0,0,0,1784928
2022-09-15,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,1824,11808,20064,28224,38640,56400,77472,94416,77472,64608,49344,16608,528,0,0,0,0,0,537408
2022-09-16,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,4320,4320,19296,31920,38880,56640,124080,288432,235152,154032,38160,720,0,0,0,0,0,995952
2022-09-17,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,192,20880,116496,198144,204096,138144,77616,172752,74208,50400,37920,13728,48,0,0,0,0,0,1104624
2022-09-18,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,528,30816,74160,164784,280176,286896,244224,184704,147840,104592,45984,2400,0,0,0,0,0,0,1567104
2022-09-19,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,3216,8976,41952,75744,79056,52368,72144,94752,76512,60384,19392,1056,0,0,0,0,0,585552
2022-09-20,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,1968,32784,111360,237312,310608,182496,186816,336624,321792,254112,159216,32304,48,0,0,0,0,0,2167440
2022-09-21,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,720,33792,119040,194544,243168,322944,306864,302400,260928,178320,104160,33648,1104,0,0,0,0,0,2101632
2022-09-22,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,2304,24000,88704,143328,127872,229632,173664,230688,231072,127632,107952,22560,1056,0,0,0,0,0,1510464
2022-09-23,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,192,22800,130080,237984,296400,325488,337872,334800,300720,238752,76032,15792,48,0,0,0,0,0,2316960
2022-09-24,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,1104,44832,149328,238752,318048,354192,363264,348960,321120,213936,66480,19536,240,0,0,0,0,0,2439792
2022-09-25,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,192,16800,56160,96192,87648,99648,185712,142896,72720,43296,26688,2640,0,0,0,0,0,0,830592
2022-09-26,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,48,19200,66720,57648,55104,91872,87312,74976,54816,53520,27648,3744,0,0,0,0,0,0,592608
2022-09-27,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,2112,30144,36240,77664,74784,131232,126480,238512,229104,130416,19248,48,0,0,0,0,0,1095984
2022-09-28,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,864,20976,64896,209808,196080,281616,241584,184320,168768,105744,32016,11952,0,0,0,0,0,0,1518624
2022-09-29,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,1536,42672,140064,230400,290208,326016,334992,319296,283584,222336,125568,20640,48,0,0,0,0,0,2337360
2022-09-30,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,1248,42048,138288,229536,294096,329664,336768,323472,288672,225696,124272,18336,0,0,0,0,0,0,2352096
2022-10-01,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,1248,42576,141888,237168,296448,329952,327264,319872,221328,157392,91488,21456,2112,0,0,0,0,0,2190192
2022-10-02,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,288,51888,67632,228288,277104,310704,322416,321984,225552,144048,45216,11520,0,0,0,0,0,0,2006640
2022-10-03,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,0,25968,7920,71040,134784,121296,68160,59520,26592,1392,528,0,0,0,0,0,0,517200
2022-10-04,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,6240,10224,18720,10944,11904,25344,48384,6912,16320,7584,1440,0,0,0,0,0,0,164016
2022-10-05,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,624,11520,41664,49200,71904,88944,70704,127104,30576,20496,2736,0,0,0,0,0,0,515472
2022-10-06,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,0,10560,44256,64656,118656,205344,176304,101712,78480,65280,1104,0,0,0,0,0,0,866352
2022-10-07,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,3168,14640,64032,137232,255552,304608,159552,120192,203424,69984,9504,0,0,0,0,0,0,1341888
2022-10-08,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,19152,79536,215136,258912,264000,214464,116304,138960,208848,122640,13008,0,0,0,0,0,0,1650960
2022-10-09,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,2976,30528,28992,42576,43728,55296,67392,81552,52272,13968,0,0,0,0,0,0,0,419280
2022-10-10,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,192,24096,75072,243600,313344,353856,363888,344640,319248,238560,112752,6480,0,0,0,0,0,0,2395728
2022-10-11,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,432,36384,139584,247296,315072,350640,353712,336672,293616,223920,106896,6384,0,0,0,0,0,0,2410608
2022-10-12,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,32544,131040,232896,298512,343248,337440,156192,59520,126288,77760,7440,0,0,0,0,0,0,1802880
2022-10-13,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,144,15264,124320,172032,288672,296112,344112,278448,257856,210720,68976,9408,0,0,0,0,0,0,2066064
2022-10-14,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,15312,48864,184128,224976,204912,292032,269760,292896,220224,99120,4224,0,0,0,0,0,0,1856448
2022-10-15,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,48,17616,99312,197808,272544,255840,279120,312384,284304,217200,94032,3648,0,0,0,0,0,0,2033856
2022-10-16,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,27312,106368,225552,298992,324192,324960,231072,272976,199008,69696,4752,0,0,0,0,0,0,2084880
2022-10-17,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,192,31968,119664,203088,270528,303936,310560,299280,259824,194016,86736,4608,0,0,0,0,0,0,2084400
2022-10-18,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,29616,127488,235776,304560,340848,349056,322512,265536,217728,90672,5424,0,0,0,0,0,0,2289216
2022-10-19,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,31392,132720,241392,307824,343536,354240,336432,292704,219168,90480,2736,0,0,0,0,0,0,2352624
2022-10-20,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,29328,127296,232560,295296,328800,332352,315408,274416,203376,82128,2544,0,0,0,0,0,0,2223504
2022-10-21,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,23856,95328,198432,237552,233088,148560,222240,95712,76464,23232,144,0,0,0,0,0,0,1354608
2022-10-22,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,2016,41328,133872,141888,112752,122016,206544,194112,105360,71424,2400,0,0,0,0,0,0,1133712
2022-10-23,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,19296,95520,195552,274224,316992,286560,276048,135504,78816,54816,3888,0,0,0,0,0,0,1737216
2022-10-24,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,26064,119904,225504,294912,331440,339600,247680,168816,207552,75984,4848,0,0,0,0,0,0,2042304
2022-10-25,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,20448,74880,118944,198624,197088,223008,187104,108480,84240,39936,3792,0,0,0,0,0,0,1256544
2022-10-26,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,16944,69744,231120,283536,271776,82608,92832,93600,61296,19632,2592,0,0,0,0,0,0,1225680
2022-10-27,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,10752,70944,199104,273648,307728,313584,296976,252768,179040,59136,2160,0,0,0,0,0,0,1965840
2022-10-28,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,16512,99168,195792,259440,294432,292992,285216,102384,54768,18000,0,0,0,0,0,0,0,1618704
2022-10-29,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,432,24048,54432,78144,101184,84192,43152,50256,35184,18384,672,0,0,0,0,0,0,490080
2022-10-30,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,720,10560,35376,14880,23904,32736,42192,22944,14832,8544,0,0,0,0,0,0,0,206688
2022-10-31,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,12048,99744,162480,232656,318960,265344,167520,231072,168960,53280,1296,0,0,0,0,0,0,1713360
2022-11-01,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,16848,108336,211680,273696,307200,315072,294000,248976,182784,52224,1488,0,0,0,0,0,0,2012304
2022-11-02,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,15168,94464,196080,261024,297024,295680,287520,242112,166176,45312,0,0,0,0,0,0,0,1900560
2022-11-03,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,26409,121579,214258,271061,266577,288999,283020,220237,124569,33883,997,0,0,0,0,0,0,0,1851589
2022-11-04,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,25412,128555,228210,304446,328363,339325,315408,265082,174396,191328,42048,1776,0,0,0,0,0,0,2344349
2022-11-05,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,17280,110736,225888,297360,331872,339504,321888,276576,192528,48288,192,0,0,0,0,0,0,2162112
2022-11-06,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,18528,111312,216288,285264,319296,325872,306384,255552,174192,39888,960,0,0,0,0,0,0,2053536
2022-11-07,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,14592,99024,201792,263232,291840,302496,280704,226512,148944,39648,1104,0,0,0,0,0,0,1869888
2022-11-08,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,12096,89520,193536,265440,302736,304224,286224,234384,151104,38064,1200,0,0,0,0,0,0,1878528
2022-11-09,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,13392,92592,191280,254304,281712,300384,284112,239232,150192,35088,1872,0,0,0,0,0,0,1844160
2022-11-10,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,14544,91728,147024,203376,269424,273744,254640,209088,128400,32736,624,0,0,0,0,0,0,1625328
2022-11-11,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,5088,65856,154080,218256,261024,273216,156096,149904,124848,33024,624,0,0,0,0,0,0,1442016
2022-11-12,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,10224,80736,172752,236256,263616,281760,260064,211248,65328,11856,0,0,0,0,0,0,0,1593840
2022-11-13,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,2544,84096,79488,52320,172368,196560,251184,206688,121152,26832,240,0,0,0,0,0,0,1193472
2022-11-14,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,2736,43776,71616,73680,43440,41664,52368,19728,26496,8976,0,0,0,0,0,0,0,384480
2022-11-15,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,11856,96480,204096,272976,310944,321648,304032,253248,162960,35616,336,0,0,0,0,0,0,1974192
2022-11-16,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,1008,62880,150144,208704,234192,233568,223680,170448,103584,28512,192,0,0,0,0,0,0,1416912
2022-11-17,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,1872,37968,111264,234144,255168,294192,280896,220512,136320,26448,0,0,0,0,0,0,0,1598784
2022-11-18,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,8688,87408,194496,262272,290256,295872,281616,237264,148704,32832,288,0,0,0,0,0,0,1839696
2022-11-19,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,3696,31488,130992,145344,285120,273072,248112,180576,126288,12768,0,0,0,0,0,0,0,1437456
2022-11-20,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,3648,58800,175056,188496,122256,177312,78528,55776,43296,9648,0,0,0,0,0,0,0,912816
2022-11-21,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,7392,67920,150144,158400,187488,214416,189360,171504,80304,20592,0,0,0,0,0,0,0,1247520
2022-11-22,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,48,8064,33456,44304,51072,32592,28080,18624,12288,2160,0,0,0,0,0,0,0,230688
2022-11-23,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,528,4704,41808,68976,151536,257232,121440,136176,75648,30096,96,0,0,0,0,0,0,888240
2022-11-24,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,1248,24528,117600,160176,210912,192576,234624,194064,139200,30960,96,0,0,0,0,0,0,1305984
2022-11-25,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,5328,73440,173328,162480,231504,265968,221280,226272,118032,27744,432,0,0,0,0,0,0,1505808
2022-11-26,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,4176,66144,162048,229584,276624,289776,268320,223824,129792,29904,144,0,0,0,0,0,0,1680336
2022-11-27,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,5856,76560,181248,253776,288864,295488,280272,198288,86064,21600,48,0,0,0,0,0,0,1688064
2022-11-28,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,1920,25728,60240,216144,250560,273408,256800,167568,66432,8256,0,0,0,0,0,0,0,1327056
2022-11-29,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,0,7920,41376,65376,36672,46080,34512,39552,22992,3360,0,0,0,0,0,0,0,297840
2022-11-30,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,1008,56832,156768,193056,231408,255312,150816,82752,38256,8832,0,0,0,0,0,0,0,1175040
2022-12-01,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,3168,85968,194112,140064,277776,304128,284976,171360,70752,15504,0,0,0,0,0,0,0,1547808
2022-12-02,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,2640,72192,183360,260880,307392,320160,302304,247248,141264,30576,144,0,0,0,0,0,0,1868160
2022-12-03,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,2880,46080,150576,199680,150864,67104,136656,193776,85248,22176,144,0,0,0,0,0,0,1055184
2022-12-04,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,240,38736,162288,239376,273840,241776,210480,143856,83088,30768,48,0,0,0,0,0,0,1424496
2022-12-05,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,672,22944,146016,169488,158928,138288,172992,194400,97488,32064,0,0,0,0,0,0,0,1133280
2022-12-06,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,2160,59856,164352,237888,272208,284784,278256,234816,127584,25920,144,0,0,0,0,0,0,1687968
2022-12-07,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,0,15792,80784,209712,266112,273456,254352,191472,115872,25488,48,0,0,0,0,0,0,1433088
2022-12-08,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,3216,71568,163488,233424,289968,275472,259776,231696,132048,27360,0,0,0,0,0,0,0,1688016
2022-12-09,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,0,6480,23904,53424,75216,119184,227568,141840,68208,26928,144,0,0,0,0,0,0,742896
2022-12-10,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,720,47568,151056,230736,271392,260544,169488,65184,36576,9648,0,0,0,0,0,0,0,1242912
2022-12-11,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,816,45888,145056,225360,271824,284640,217104,114528,65952,19344,0,0,0,0,0,0,0,1390512
2022-12-12,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,0,19248,88848,126576,148752,204384,134880,80448,10464,1152,0,0,0,0,0,0,0,814752
2022-12-13,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,624,41568,141792,180240,245184,258528,183216,133824,60528,22176,240,0,0,0,0,0,0,1267920
2022-12-14,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,480,55248,170832,250368,297072,321360,304464,259584,153456,33744,48,0,0,0,0,0,0,1846656
2022-12-15,0.5,35.47765,129.3808,울산태양광#1,0,0,0,0,0,0,0,1104,53808,161136,241440,282048,295104,280656,177504,131952,31584,192,0,0,0,0,0,0,1656528
