������,ȣ��,1��,2��,3��,4��,5��,6��,7��,8��,9��,10��,11��,12��,13��,14��,15��,16��,17��,18��,19��,20��,21��,22��,23��,24��
2024-04-01,1,0,72947,2869263,3598737,2018211,3623053,2577474,0,0,72947,583579,97263,0,145895,145895,24316,0,0,267474,4449789,5860105,10626000,12887368,12984632
2024-04-02,1,14127474,13641158,11112316,9629053,5544000,10115368,13300737,11160947,5252211,2723368,4401158,4474105,6103263,9264316,15367579,12230842,15246000,11866105,8632105,17628947,17556000,14929895,15051474,12960316
2024-04-03,1,8948211,6419368,316105,2042526,2504526,1556211,2917895,5057684,3550105,2139789,1556211,437684,364737,437684,194526,0,0,170211,1142842,2091158,5519684,7051579,5057684,2018211
2024-04-04,1,607895,437684,267474,0,632211,3063789,1313053,24316,48632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-05,1,0,0,0,0,0,0,0,0,0,0,0,0,48632,145895,364737,340421,0,0,583579,2334316,948316,97263,0,0
2024-04-06,1,170211,24316,607895,340421,267474,2699053,948316,0,1045579,753789,24316,316105,510632,316105,680842,218842,389053,267474,2431579,1531895,0,72947,145895,0
2024-04-07,1,0,72947,291789,97263,510632,1556211,1337368,1531895,1021263,0,170211,24316,0,24316,0,0,0,0,0,0,0,0,0,0
2024-04-08,1,0,0,0,72947,0,1483263,2358632,2990842,1313053,0,0,0,0,0,0,0,486316,729474,2310000,2261368,1726421,4717263,4158000,1288737
2024-04-09,1,778105,1313053,972632,851053,364737,2650421,4036421,1945263,24316,0,0,194526,267474,243158,0,0,0,0,340421,0,0,0,1896632,2358632
2024-04-10,1,97263,48632,291789,97263,0,486316,24316,680842,121579,0,0,0,72947,48632,72947,0,24316,0,24316,0,0,0,0,24316
2024-04-11,1,24316,0,2237053,1848000,2212737,6662526,9215684,6978632,8097158,5835789,6030316,8486211,5689895,2772000,3793263,5811474,2066842,218842,1580526,2869263,5811474,1848000,3379895,6735474
2024-04-12,1,4182316,559263,510632,1094211,1118526,1653474,2310000,1775053,0,0,0,0,0,24316,0,97263,170211,851053,1191474,1118526,194526,72947,291789,0
2024-04-13,1,0,0,72947,291789,0,0,0,0,0,0,0,0,0,243158,48632,0,0,0,72947,0,0,0,0,3671684
2024-04-14,1,2261368,875368,145895,1386000,4692947,7440632,8388947,8632105,10626000,11963368,15367579,12449684,12936000,12546947,15027158,13981579,13033263,13714105,16072737,19404000,15100105,12012000,13957263,7294737
2024-04-15,1,7513579,8413263,9069789,11452737,13252105,13787053,16632000,16024105,14540842,16850842,10042421,316105,170211,316105,413368,437684,413368,1361684,5544000,3404211,3550105,2796316,1240105,1434632
2024-04-16,1,486316,145895,267474,0,0,340421,1677789,0,0,0,97263,389053,340421,437684,413368,753789,559263,1750737,4571368,7489263,4012105,2917895,1604842,2212737
2024-04-17,1,656526,437684,316105,218842,389053,2139789,1118526,24316,72947,48632,0,0,97263,0,24316,145895,0,97263,0,0,0,0,0,0
2024-04-18,1,0,389053,2942211,3428526,4036421,6103263,6249158,5082000,3744632,4036421,4984737,656526,413368,437684,899684,3890526,2066842,1750737,1823684,1775053,1969579,1313053,1215789,1410316
2024-04-19,1,632211,462000,462000,48632,0,1215789,267474,291789,899684,778105,389053,340421,437684,437684,437684,437684,510632,1920947,5835789,12012000,12668526,12619895,10966421,8510526
2024-04-20,1,9629053,10577368,9361579,11647263,12668526,16121368,16072737,14856947,14151789,13957263,13203474,11379789,8364632,4012105,3477158,1531895,826737,705158,1580526,1823684,1775053,1361684,802421,656526
2024-04-21,1,413368,267474,218842,437684,1021263,1410316,267474,24316,0,0,0,0,0,0,0,0,0,0,316105,486316,705158,170211,0,0
2024-04-22,1,0,0,0,0,0,0,0,0,0,0,72947,0,24316,0,0,0,24316,0,0,48632,510632,0,0,0
2024-04-23,1,0,0,0,0,0,0,0,0,0,0,0,0,97263,145895,145895,267474,0,0,24316,0,0,0,0,0
2024-04-24,1,364737,48632,0,0,0,437684,48632,1240105,4352526,4328211,2626105,1726421,1848000,2431579,5227895,3306947,2966526,2577474,3744632,3039474,3428526,2334316,753789,559263
2024-04-25,1,559263,437684,948316,2942211,3987789,4547053,4498421,3161053,583579,145895,0,0,0,0,0,0,0,0,24316,0,0,72947,389053,170211
2024-04-26,1,291789,194526,0,0,48632,218842,948316,3234000,1653474,802421,0,0,0,24316,48632,462000,0,0,607895,0,0,0,0,24316
2024-04-27,1,194526,0,0,316105,510632,2407263,1410316,875368,0,413368,1118526,632211,316105,97263,72947,364737,364737,364737,1653474,802421,437684,0,121579,0
2024-04-28,1,0,0,0,145895,316105,510632,0,0,72947,3525789,4814526,2942211,1337368,1653474,2237053,996947,218842,1142842,2747684,2893579,1434632,899684,121579,7464947
2024-04-29,1,12401053,12182211,291789,6662526,2844947,4109368,1677789,1531895,3817579,4547053,4230947,729474,72947,0,0,24316,0,0,875368,0,0,2164105,5203579,5203579
2024-04-30,1,6857053,4498421,583579,2674737,2358632,3550105,3963474,2091158,3404211,1531895,607895,462000,2018211,3015158,1653474,1604842,1872316,3112421,4085053,4838842,3063789,2066842,1629158,1337368
2024-05-01,1,486316,437684,437684,437684,1580526,3939158,3525789,121579,0,0,218842,48632,0,0,0,0,121579,121579,121579,48632,0,0,24316,0
2024-05-02,1,0,218842,97263,145895,0,243158,170211,24316,0,0,1313053,121579,24316,243158,218842,2480211,3209684,3744632,4401158,3015158,2723368,1775053,1556211,1215789
2024-05-03,1,753789,486316,607895,2018211,3063789,5179263,5349474,4109368,2285684,1653474,2528842,851053,145895,24316,0,0,24316,0,802421,0,0,705158,1848000,753789
2024-05-04,1,170211,48632,0,0,0,559263,2310000,6638211,8850947,11671579,14711053,10236947,12401053,10698947,14613789,13349368,14638105,17701895,18650211,15221684,17264211,16388842,16024105,16024105
2024-05-05,1,14735368,14176105,15391895,17580316,17045368,19452632,17993684,18431368,17726211,17045368,17531684,15100105,14978526,12936000,10164000,11185263,13665474,12522632,16729263,14565158,10820526,6686842,1386000,72947
2024-05-06,1,0,48632,413368,267474,559263,2407263,753789,705158,778105,1410316,1045579,583579,437684,340421,97263,24316,194526,145895,1191474,170211,97263,389053,632211,1069895
2024-05-07,1,510632,559263,437684,340421,680842,2553158,2893579,2553158,6443684,5616947,6030316,2820632,1848000,4279579,6006000,3987789,4303895,6224842,5252211,4474105,4960421,5908737,2820632,2212737
2024-05-08,1,607895,729474,534947,1288737,1896632,3574421,3136737,1434632,753789,72947,2310000,5957368,6006000,10966421,12352421,6930000,4303895,2553158,2334316,1677789,1604842,899684,97263,0
2024-05-09,1,0,0,0,0,0,194526,1313053,2455895,1142842,753789,705158,437684,462000,437684,316105,145895,194526,121579,924000,0,24316,0,0,0
2024-05-10,1,0,0,0,0,0,72947,1386000,1167158,1531895,1920947,2893579,2285684,486316,389053,2164105,4109368,5446737,7294737,9045474,13543895,13811368,13835684,10382842,11817474
2024-05-11,1,12522632,13227789,13714105,14467895,14103158,14151789,14151789,14273368,11963368,11136632,10018105,3234000,10650316,8388947,9483158,7562211,8048526,10966421,10650316,11428421,9702000,9045474,8316000,7513579
2024-05-12,1,3550105,510632,243158,145895,1848000,5203579,10285579,8243053,5495368,7926947,8364632,8656421,9823579,8291684,7610842,5860105,8875263,11550000,14224737,12474000,14394947,14589474,13762737,9945158
2024-05-13,1,6832737,5884421,7197474,10236947,9288632,10407158,7756737,4085053,4109368,2042526,851053,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14,1,0,0,0,0,0,0,0,0,0,0,0,0,72947,145895,316105,340421,316105,194526,121579,0,0,0,0,0
2024-05-15,1,0,0,0,0,0,24316,48632,267474,340421,559263,145895,534947,1726421,413368,486316,6297789,9361579,13154842,15537789,15635053,15221684,14322000,13957263,13884316
2024-05-16,1,12498316,11963368,12084947,13738421,13422316,11817474,9653368,6662526,6638211,1920947,1775053,632211,413368,413368,413368,1458947,5495368,3161053,3039474,1556211,1775053,1386000,826737,1118526
2024-05-17,1,534947,534947,948316,2455895,3623053,5033368,5398105,4547053,3623053,2869263,1799368,632211,437684,413368,413368,3355579,2820632,4133684,6613895,7464947,9167053,7999895,9677684,9507474
2024-05-18,1,7319053,5300842,6784105,9653368,6589579,7124526,4644316,3136737,2844947,2455895,1848000,534947,437684,437684,267474,72947,24316,97264,1361684,2310000,2723368,3914842,2310000,6857053
2024-05-19,1,4790211,2066842,364737,413368,1313053,3088105,1823684,1945263,534947,802421,826737,510632,437684,389053,97263,194526,218842,218842,1240105,729474,0,0,0,0
2024-05-20,1,0,0,0,0,0,0,0,0,0,145895,534947,486316,413368,389053,316105,145895,0,24316,1215789,72947,218842,972632,437684,729474
2024-05-21,1,437684,389053,340421,194526,24316,875368,0,0,24316,24316,0,0,48632,97263,24316,0,0,0,0,0,0,0,0,0
2024-05-22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,1,24316,218842,0,0,0,72947,0,0,0,0,0,0,0,0,97263,24316,24316,48632,0,72947,462000,1069895,1945263,1945263
2024-05-24,1,729474,462000,413368,753789,1434632,3355579,4060737,3282632,2139789,1142842,1775053,1045579,389053,413368,437684,462000,364737,97263,1410316,1410316,1434632,680842,0,0
2024-05-25,1,0,0,0,0,0,0,0,0,0,0,0,72947,72947,0,72947,24316,0,0,72947,0,0,2042526,10674632,7221789
2024-05-26,1,7100211,7173158,7902632,11428421,13616842,9361579,8194421,7416316,8437579,9118421,8899579,6954316,8705053,9604737,9896526,6492316,5495368,3404211,4182316,5203579,3185368,2066842,170211,0
2024-05-27,1,72947,437684,2480211,3185368,4133684,5592632,10066737,13543895,14443579,12133579,16850842,8510526,8097158,5398105,7586526,3282632,2869263,3744632,7027263,7100211,6346421,4376842,4182316,2772000
2024-05-28,1,3039473,2869264,3355580,8145790,8072842,9653368,8559158,9045475,10577368,8024211,243158,267473,267473,364736,413368,437684,996947,1775053,2626106,2869263,2455895,948316,48632,0
2024-05-29,1,0,0,24316,0,0,145895,778105,72947,0,0,0,24316,24316,97263,413368,413368,194526,0,583579,0,0,0,24316,0
2024-05-30,1,0,0,0,0,24316,462000,1118526,656526,2528841,1847999,1337369,510631,243158,218842,121580,24316,24316,0,632211,0,0,1434632,3841895,3623053
2024-05-31,1,0,24316,72947,0,0,24316,0,0,0,0,0,0,0,0,0,24316,24316,72948,0,24316,632211,1191474,1677789,2431579
2024-06-01,1,1288737,510632,462000,2577475,3890526,5714211,6200526,4717263,3355580,3841895,3866211,170211,0,0,0,0,2966526,6030316,7951264,5860106,4060736,3914842,6346422,6565263
2024-06-02,1,3015158,4887473,4109369,8194421,7440631,7464948,6395052,4060736,3185369,1775053,1215788,218843,0,0,364737,121580,218843,364737,437684,0,0,0,0,24316
2024-06-03,1,243158,194526,243158,267473,996947,1069895,996947,656527,462001,48632,0,0,24316,0,0,24316,97264,218843,972632,1288736,1507578,1677789,1410315,1094211
2024-06-04,1,413368,0,0,0,0,0,0,0,0,0,0,218842,145896,145895,72948,48632,0,72948,291790,24316,0,24316,0,121579
2024-06-05,1,121579,145895,0,194526,72947,145895,0,0,0,0,0,121579,72948,0,0,0,0,48632,97263,0,729473,486316,0,0
2024-06-06,1,0,0,0,0,0,510632,705158,0,2018211,1142843,389054,24316,0,0,0,0,0,0,0,0,72947,2066841,1288737,2601790
2024-06-07,1,1142842,413368,413368,48632,267474,291789,0,48632,170211,924000,1604842,1556211,3452842,6395053,5957368,6078947,3428527,2066841,5276526,10066736,9240000,9750631,7513580,7075894
2024-06-08,1,7489263,6127578,4595683,4790211,6006000,6103263,5835789,3623052,3525789,4498421,4522736,1896632,340421,1191474,1945264,656526,291790,413368,559263,2577474,3550106,1434632,583578,437684
2024-06-09,1,413368,413368,924000,8461896,12206526,9385895,6565264,6249158,5349474,4838841,3185368,1629158,2212737,3914842,3234000,2480209,656526,413368,462000,1264422,1531896,243158,413368,437684
2024-06-10,1,340421,24316,0,0,0,0,0,0,0,0,0,0,0,1142842,0,0,0,97264,72947,97264,72948,194527,218843,291789
2024-06-11,1,267473,24316,0,0,0,0,0,0,0,0,0,0,0,48632,0,0,0,0,0,0,0,72948,0,729474
2024-06-12,1,194526,413368,413368,413368,413368,534947,632211,24316,121579,437684,48632,97264,145895,1264421,1386000,218842,48632,48632,0,1191474,389053,778105,97263,24316
2024-06-13,1,194526,413368,413368,267473,340420,437684,121579,0,0,0,0,0,0,996948,24316,0,0,0,0,0,0,0,0,291789
2024-06-14,1,413368,413368,437684,413368,413368,1604843,2212736,0,0,0,121579,48632,462000,2820632,3112420,2188421,996948,2091157,6613893,7781053,7878315,3866210,559263,1775053
2024-06-15,1,996947,1823684,2480210,899685,632210,1410316,1896630,24316,0,0,0,0,0,1215790,1434632,218842,24316,0,0,1167158,413369,72948,0,0
2024-06-16,1,291789,267474,243158,72948,145895,413368,170211,121579,364736,389052,437684,413368,729474,1920947,1142842,778106,559263,267474,340421,1264422,607895,437684,486315,267474
2024-06-17,1,0,0,0,24316,0,97263,340420,24316,24316,0,48632,364736,462000,1920947,1434631,1167158,0,0,0,0,0,24316,340421,413368
2024-06-18,1,437684,413368,243158,48632,0,218843,218843,389052,437684,1167158,924000,1069894,1531895,3258315,4279579,2772000,583579,413368,826737,1945263,2115474,656526,340421,72948
2024-06-19,1,0,145895,194527,0,0,267473,437684,364736,413368,826737,1264421,2528843,2310001,2601790,2796316,1142842,510631,413368,1337369,4230947,5787157,3088105,3331264,7756736
2024-06-20,1,7659473,9094105,10358526,8218736,8364632,10042421,12595579,12960316,13081895,12425367,11428422,8972525,12133579,13106211,3233999,6224842,5349474,1556211,2285684,1556210,1969579,291789,0,0
2024-06-21,1,389052,389052,389052,413368,121579,389052,389053,729473,1896631,778106,607895,316106,340422,2966526,4012106,1629157,486315,389052,2917893,4863158,6224843,2990842,2334316,1458947
2024-06-22,1,729474,3234001,5738526,5373790,5860105,7635158,5276525,5422421,7902632,8437579,8632105,5568316,3768948,5738527,6759790,7440631,5276525,4765895,5714210,5398106,5057685,3185367,1920948,1653474
2024-06-23,1,1288736,1823684,1848000,1726421,389053,97263,0,0,680843,462001,413369,1118527,899684,1702104,2018210,291789,0,24316,97263,972632,0,194526,413368,413368
2024-06-24,1,413368,389052,194527,24316,267474,413368,389052,340421,291790,72947,0,218842,1410316,3161052,2334315,705158,267473,97264,0,680842,0,24316,0,0
2024-06-25,1,0,267474,267474,316105,413368,291789,145894,291789,72947,243159,413368,413368,243159,1507579,1386000,72948,0,0,0,48632,0,559263,291789,145895
2024-06-26,1,24316,413368,145895,0,0,0,0,0,0,0,0,0,0,996948,0,0,48632,0,0,0,0,0,0,24316
2024-06-27,1,340421,291789,0,24316,267474,389052,1264421,389052,389052,656526,3914842,5860105,3161053,3039474,3404211,291789,0,389052,1434631,3404210,948316,0,0,0
2024-06-28,1,0,0,0,0,0,0,194526,0,0,0,0,48632,72948,729474,632211,218843,340420,389052,1118526,1410317,948316,462000,267474,364736
2024-06-29,1,413368,389052,389052,389052,1775052,4620000,7562211,8218736,7392000,8583474,8388947,7075895,10285579,12863053,13130527,11501368,9045473,8875264,10893474,13057579,13835684,12206526,9677684,8607790
2024-06-30,1,8826632,10091053,10553052,10698946,10018106,10431474,10553053,10698947,10942105,10431474,8729369,5446737,6103264,6370736,6224843,4425474,2310001,1750737,3209684,4960421,4790210,1288736,486315,389052
2024-07-01,1,413368,389052,243157,0,0,170211,97263,0,0,0,0,0,0,1507579,1215789,753789,583578,364736,2699052,7173159,7537895,7732421,6613895,6589579
2024-07-02,1,8778000,10820526,11987684,12303790,12182210,13641158,14662420,15221685,14565158,15562105,13981579,11452737,12814420,13130527,16704948,14856948,12717159,12473999,15100105,16802210,15416211,13981579,11088000,8826632
2024-07-03,1,9823578,9896526,10942105,10820527,8413264,7173158,7051579,5349474,5179263,4449790,3525790,1993894,2699053,3598737,3282631,1264421,413368,389052,778105,2577474,1458948,462000,437684,389052
2024-07-04,1,413368,413368,389052,389052,413368,267473,316105,389052,413368,534947,1629157,1653473,2796316,5009051,5616948,3987790,2091158,2115473,4401158,6638210,9920843,5203580,2334315,2237053
2024-07-05,1,3331263,1434631,1750737,1458947,1993895,1045579,48632,24316,0,0,48632,48632,0,1458947,1823684,291790,0,194527,1167158,4255263,3501473,3428527,2626105,2431579
2024-07-06,1,3039474,4255263,5495369,7756736,9069789,9896526,10066737,11039368,8996842,9580421,9167053,8656421,9021158,10115368,9240001,6954316,5106316,3841895,7854000,8437579,8170105,5471054,4425474,4012106
2024-07-07,1,5398106,6589579,6346422,6297789,7148842,8170106,7051579,6638210,6540946,6954316,6127579,4303895,4376842,6249158,6054632,3306948,851053,1045579,1604842,4911790,4790211,4012106,3258315,3696000
2024-07-08,1,5616948,7051579,6322105,7075895,8534842,7586527,7367684,8194421,7926948,7002946,6565263,5057685,4206632,6224842,5762842,3428526,1847999,972631,1556211,3647368,5471053,3866211,4060738,3209684
2024-07-09,1,4352526,5422421,4595685,4109368,5154947,5300843,6030316,5179263,5544000,5057685,6006001,6589579,6370737,6735474,8097158,5665579,4741578,4814526,6322105,11088000,12401053,9385895,7440631,6978632
2024-07-10,1,9920842,11331158,11306843,10455790,9799263,10747579,8680736,7562211,4401158,1580527,583579,486315,1118526,2455896,4158000,1556211,145895,48632,1386000,4838843,851053,583579,486315,389052
2024-07-11,1,413368,413368,267474,243159,121579,0,0,0,0,0,0,0,0,1191474,0,0,24316,0,72948,0,24316,0,0,0
2024-07-12,1,0,0,0,0,0,145895,24316,316105,48632,0,0,97264,24316,72947,0,0,0,0,0,0,0,121579,97264,0
2024-07-13,1,24316,121580,24316,0,0,0,24316,0,0,0,389052,389052,1629158,3501475,4376842,3063790,5738526,5349474,9458843,11136631,13592526,11452737,12182210,9361579
2024-07-14,1,4571369,2601790,1142842,753789,243158,656526,559263,170211,194527,632212,1580525,1483263,1361683,3282631,3914842,1313053,194526,0,0,778106,48632,170211,24316,145895
2024-07-15,1,340421,72948,0,0,0,0,0,0,194526,0,0,0,437684,1531895,656527,486316,316105,243158,1726422,4255262,8170105,7610842,5714210,5106315
2024-07-16,1,6297789,6905684,9191369,8024212,6516631,5349473,4960421,3987789,3258315,3258316,2917894,3501473,4741579,6832737,6297790,5009053,2018210,1750737,4547052,7513579,9021158,7683790,5009053,5787158
2024-07-17,1,7440632,7781052,5787158,6978631,6589579,7075894,5787157,9507474,9629052,8850947,7489264,8437579,8680737,9288631,10553053,7051578,6638211,7659474,8437579,11136631,10747579,9556105,8461894,8875263
2024-07-18,1,9847895,11233894,11282527,11039368,9629053,9337263,9774948,7586526,8218736,6832737,6662527,5665580,6006000,6784106,5762843,2115474,583578,389052,243158,1726421,267474,0,340421,2139789
2024-07-19,1,656525,462000,1191474,2188421,3015158,340421,3331263,3793263,1993895,1361684,121579,1653474,1653473,4352526,4887473,1677789,291790,0,145895,2115473,1361685,875368,802421,1434633
2024-07-20,1,1434632,3574422,4936106,5665580,5325158,5398105,6249158,6395053,6030317,5957369,5714211,4328210,5592632,8437578,9434526,8364632,6735474,6589578,8461895,9604737,9920841,7367683,5544000,4474105
2024-07-21,1,5592632,6006000,6103263,4717263,3234001,170211,0,0,243157,218843,851053,899684,2601790,5665578,6103263,4279579,1969578,1069895,3647369,6832737,7926947,4960421,3744631,3282632
2024-07-22,1,4474105,7027263,7051580,5714211,4328210,4352526,5276525,4717263,6613895,5665579,5860106,4863159,5787158,8024211,5933053,4182316,3914842,4425474,7732422,10139684,9458842,7002947,4887474,7221790
2024-07-23,1,9021158,9774948,9507473,7464947,5033367,5227895,5884422,6540947,5665579,4790210,4887474,3768946,5276527,7683790,7392001,4838842,3282632,2455895,4036420,5325158,6103262,7440632,7537895,5908737
2024-07-24,1,5252210,4425474,3598736,4206631,5009052,4036421,3963473,3866210,4790211,3963473,2577474,2431579,2115474,4230947,6297790,4401157,2626104,2164107,4814526,5811473,6735474,5471052,4595684,5422420
2024-07-25,1,5665579,5860106,6078947,6273473,6613895,6784105,7659473,8923895,8388947,7951263,8291685,7878317,8826631,11233895,10528737,10261263,8778000,7756737,9556106,11501369,11768842,10480105,10164000,9337262
2024-07-26,1,10455790,10723263,11185264,11112316,11136631,10869158,10091052,9774947,10018105,10480106,10747580,8753685,10674632,11793158,10820526,9240000,7319052,8316000,10455790,11914736,11744526,11404105,8875263,8850947
2024-07-27,1,9410211,10285579,10723264,11112317,11379790,10626000,11525685,11428421,11525684,11015052,10747579,10626000,10504421,12765789,11914737,10869157,8583473,6905685,8097157,10528737,12522631,11112316,9337264,9069789
2024-07-28,1,8388947,7975579,8243053,8267369,9702001,8559158,7319052,10042421,10553053,10528736,10577368,8364632,7708106,8632105,7975579,5908736,1629158,1021263,2018210,5811474,8121474,4401157,1191474,1458947
2024-07-29,1,3331263,3696001,3258316,2966526,5349473,4182316,2747685,2480211,1823685,1604841,1288737,1458948,948317,2261370,2115474,413369,145895,316105,437684,1483263,632211,753789,243157,24316
2024-07-30,1,48632,121579,0,0,0,0,0,0,243157,364736,194526,48632,121580,510631,72948,97264,121580,97264,121580,243158,194528,437684,389052,413368
2024-07-31,1,389052,413368,413368,389052,437684,413368,389052,218843,267474,364736,364736,413368,851053,3258316,3428527,1726420,559263,559263,1702106,4012105,4109369,2699053,1458948,2358632
2024-08-01,1,972631,2018211,2528842,2407264,2042527,1507579,1653473,753789,1045579,826737,510632,996947,1823684,2699053,2358632,851052,462000,364736,1458948,3768947,4401158,4765895,2772000,2626105
2024-08-02,1,729473,2091159,3647369,2917895,1823685,680842,486316,72948,0,0,0,0,0,1531895,1872316,291789,0,0,0,778106,267474,851053,437684,389052
2024-08-03,1,389052,389052,413368,413369,48632,0,0,0,0,0,0,0,0,1531894,1750736,291789,0,0,0,729474,0,0,0,0
2024-08-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,194527,24316,0,0,0,0,24316,24316,291789,486316,48632
2024-08-05,1,0,0,218843,72948,0,0,0,0,0,0,0,0,0,486316,778106,48632,0,0,48632,48632,0,0,0,267474
2024-08-06,1,291789,413368,194526,0,121579,340421,24316,0,0,0,0,0,24316,1531895,1215789,0,267473,0,24316,462000,218843,24316,0,0
2024-08-07,1,0,0,24316,0,0,0,0,0,0,0,0,48632,0,170211,0,0,0,0,0,0,145895,170211,0,0
2024-08-08,1,0,0,72947,340421,218843,121580,72948,97264,72948,0,0,0,510631,486317,267474,705158,462000,413368,607895,1167158,0,24316,97263,0
2024-08-09,1,0,0,0,194526,48632,0,291789,48632,0,0,0,72947,24316,145895,72948,48632,24316,0,0,0,0,0,0,0
2024-08-10,1,0,0,0,0,0,0,0,0,0,0,0,0,48632,145896,680842,559263,194526,0,121579,48632,656527,972632,583578,413368
2024-08-11,1,413368,340420,413368,364736,389052,462000,1677789,1580527,486316,121580,24316,826737,632211,3161052,3768948,2018209,559263,389052,1191474,2990842,3258317,1775052,607894,413368
2024-08-12,1,705158,1021263,607896,48632,0,0,48632,0,0,0,0,0,0,316105,680842,243158,218842,72948,121580,753790,291789,0,0,0
2024-08-13,1,0,0,0,0,0,0,0,0,24316,24316,364737,462001,1142842,1920947,705158,291789,316105,194526,267474,2382947,1458947,0,0,0
2024-08-14,1,0,0,0,0,0,170210,389052,413368,364736,364736,194526,0,0,1483263,462000,24316,0,0,0,0,0,0,170210,48632
2024-08-15,1,0,0,0,0,0,0,0,0,0,0,0,121579,24316,121579,291789,875369,170210,0,0,0,0,0,0,0
2024-08-16,1,24316,413368,48632,316105,243158,48632,0,218842,243158,97263,0,0,24316,1507579,413368,0,0,0,0,0,0,0,0,0
2024-08-17,1,0,0,0,0,0,0,0,0,0,0,0,121579,24316,72947,0,0,24316,194527,24316,170211,0,0,24316,0
2024-08-18,1,24316,24316,170210,0,0,0,0,0,0,0,0,48632,24316,48632,0,24316,0,48632,218842,121579,0,389053,437684,389052
2024-08-19,1,340420,24316,0,24316,0,0,0,0,0,291789,364736,364736,1458946,3379895,2528843,462001,0,0,0,218842,72948,121579,534947,389052
2024-08-20,1,389052,389052,1337368,1750736,1920948,3939157,5933054,8948211,7367685,8656420,9580421,9920842,11890422,13835684,14954211,12060632,11695895,12230842,12060632,14443580,13470948,8364632,6881369,4984737
2024-08-21,1,4960420,5908737,5981683,7781052,7464948,8680737,8899579,6662527,6540948,7148842,6346421,5665579,4692947,6686842,7489264,4960422,3695999,2966526,3331263,6468000,6735474,4206632,3671685,3939158
2024-08-22,1,4887473,6613895,6662526,8243053,8802317,9337263,11112315,11355473,13033262,11063683,8291684,8364631,7440632,5738525,4376842,851053,170212,121580,0,729474,0,0,0,0
2024-08-23,1,0,0,0,0,0,0,0,0,0,0,0,24316,0,243158,24316,0,0,0,0,24316,0,0,0,0
2024-08-24,1,0,0,0,0,0,0,0,0,0,0,0,0,97264,72948,194527,0,0,0,0,0,72948,0,0,0
2024-08-25,1,0,0,0,0,0,72948,364736,121579,0,0,0,24316,996947,632210,170212,72948,72947,0,389052,97263,24316,48632,194527,316105
2024-08-26,1,145896,389052,72947,0,0,0,0,0,0,0,0,0,0,218843,72948,510632,24316,97264,48632,218842,72947,0,0,0
2024-08-27,1,0,0,0,0,0,0,0,0,0,0,0,0,72948,121579,316105,851053,462000,48632,778105,1288737,340421,0,267473,24316
2024-08-28,1,170210,218842,2382947,1361684,2237052,2990841,2942210,1872316,2139789,1920947,2285684,3161052,4109369,8048526,8559158,4474105,1775052,1118526,4595684,8972527,8024211,5398105,2310000,1191475
2024-08-29,1,3063790,5860106,2285684,510632,924000,996948,9629053,5179263,2528843,3841895,5689895,7975579,7027263,7440630,6589578,2504525,559263,413368,340421,1604841,534948,145895,486316,899685
2024-08-30,1,389052,826737,948316,559262,753789,802421,1167158,2285684,3355578,3161053,2407263,2869262,3452842,7586527,9142737,7246105,2942210,2577473,5446738,4838842,5106316,5762843,3598736,2310000
2024-08-31,1,2066842,3671684,4255263,4133685,5154947,4376842,7148842,6030317,5446737,6151896,5009053,4352528,4692947,6954316,6857053,4474106,1483263,826736,1653473,1434631,1045579,145895,0,0
2024-09-01,1,48632,364736,48632,0,0,0,0,0,0,0,0,0,0,389053,48632,0,0,0,0,24316,0,0,0,0
2024-09-02,1,0,0,0,97264,48632,0,0,0,0,0,0,72948,24316,48632,267474,291790,72948,145895,0,0,0,0,0,170210
2024-09-03,1,389052,437684,194527,121580,145896,389053,729474,1750737,924000,24316,0,0,0,753789,778104,121579,0,0,24316,291790,0,0,194527,97264
2024-09-04,1,0,0,24316,48632,72948,0,0,0,0,0,0,0,0,534948,802422,121579,753790,340421,48632,1142842,826736,121579,0,24316
2024-09-05,1,340420,194526,0,0,0,0,0,0,0,0,0,0,0,437684,0,0,0,0,0,48632,0,0,0,0
2024-09-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24316,0,24316,0,0,0,0,0,0,0,0
2024-09-07,1,48632,24316,316105,340421,413368,437684,413368,340421,316105,413368,218842,194527,437685,2066842,486316,364737,0,0,0,0,0,0,0,0
2024-09-08,1,291789,413368,194526,0,0,0,0,0,0,0,0,0,340421,48632,0,0,0,0,0,0,48632,48632,0,0
2024-09-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24316,0,121579,170211,72948,121579,0,0,0,0,0
2024-09-10,1,0,0,0,0,0,0,0,24316,0,0,0,48632,1069894,2796316,2723369,2212737,632210,316105,0,4158001,4911789,7100211,6273474,2820631
2024-09-11,1,1993895,5933053,5495369,4376843,5276526,4936105,4717263,4620001,4474105,3768948,4717263,6030316,7683790,8996842,11914736,8437579,4911789,4984736,7124526,12328106,12960316,11258210,7610842,6370737
2024-09-12,1,7027263,4012105,6540948,7926947,7586527,4741579,5689895,5495369,6905684,5811473,6078947,5884421,4498422,4838842,4814527,2164106,607894,389052,2261368,5349474,4328211,1920947,632210,389052
