"발전구분","호기","일자","1시 발전량(MWh)","2시 발전량(MWh)","3시 발전량(MWh)","4시 발전량(MWh)","5시 발전량(MWh)","6시 발전량(MWh)","7시 발전량(MWh)","8시 발전량(MWh)","9시 발전량(MWh)","10시 발전량(MWh)","11시 발전량(MWh)","12시 발전량(MWh)","13시 발전량(MWh)","14시 발전량(MWh)","15시 발전량(MWh)","16시 발전량(MWh)","17시 발전량(MWh)","18시 발전량(MWh)","19시 발전량(MWh)","20시 발전량(MWh)","21시 발전량(MWh)","22시 발전량(MWh)","23시 발전량(MWh)","24시 발전량(MWh)","총량(KW)","평균(KW)","최대(시간별)","최소(시간별)","최대","최소"
"군위 화산풍력","1"," 2025-05-14 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"어음풍력","1"," 2025-05-14 00:00:00","14476.784","14918.008","15488.032","12642.056","12952.128","10191.832","6384.504","10015.544","11907.056","9877.56","7908.992","10082.912","11841.088","13982.248","16425.92","17524.08","19123.944","20016.36","20125.784","20000.568","19882.688","18865.056","17168.144","17109.792","348911.08","14538","20125.78","6384.504","20125.784","6384.504"
"삼천포풍력","1"," 2025-05-13 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2025-05-13 00:00:00","150.913","118.151","401.406","639.231","578.114","562.613","584.958","678.485","908.52","2370.444","1192.32","1066.384","1008.823","556.25","625.351","224.515","135.525","302.8","425.411","339.552","251.24","137.589","148.156","215.818","13622.569","568","2370.44","118.151","2370.444","118.151"
"영흥풍력","2"," 2025-05-13 00:00:00","967.68","1278.72","2455.68","5825.28","5095.68","4433.28","4010.88","4118.4","2828.16","7933.44","6339.84","5738.88","3962.88","4185.6","2198.4","1015.68","2845.44","4270.08","4984.32","3127.68","2177.28","1226.88","1457.28","2008.32","84485.76","3520","7933.44","967.68","7933.44","967.68"
"군위 화산풍력","1"," 2025-05-13 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"어음풍력","1"," 2025-05-13 00:00:00","3695.776","4665.416","5769.848","7066.864","8825.824","8570.128","7559.272","5848.864","5817.672","3563.896","2421.608","1953.336","2661.4","3358.768","3288.824","4319","4684.848","3911.096","3044.832","8264.312","10731.168","14915.768","14107.128","10072.72","149118.368","6213","14915.76","1953.336","14915.768","1953.336"
"삼천포풍력","1"," 2025-05-12 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2025-05-12 00:00:00","128.737","234.985","136.817","156.755","67.051","222.008","377.323","73.568","77.811","0","0","0","0","0","228.101","341.383","447.449","381.142","226.655","142.621","0","0","136.798","81.995","3461.199","144","447.44","67.051","447.449","0"
"영흥풍력","2"," 2025-05-12 00:00:00","933.12","733.44","243.84","9.6","59.52","213.12","414.72","518.4","384","3166.08","2835.84","57.6","113.28","157.44","487.68","1752.96","3515.52","4884.48","5890.56","2897.28","754.56","574.08","954.24","775.68","32327.04","1347","5890.56","9.6","5890.56","9.6"
"군위 화산풍력","1"," 2025-05-12 00:00:00","183.2","154.274","424.253","3355.453","3712.211","3750.779","4030.4","3673.642","3162.611","4618.568","4117.179","4223.242","2015.2","520.674","125.347","0","0","0","0","0","0","0","0","0","38067.033","1586","4618.56","125.347","4618.568","0"
"어음풍력","1"," 2025-05-12 00:00:00","2215.528","1214.696","1336.328","1304.8","240.912","0","75.88","476.728","586.544","1988.112","3059.728","5073.656","4804.016","7395.416","7435.96","6679.288","5703.768","2689.624","623.952","34.216","10.024","584.864","700","1562.456","55796.496","2325","7435.96","10.024","7435.96","0"
"삼천포풍력","1"," 2025-05-11 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2025-05-11 00:00:00","123.011","337.18","241.04","202.61","202.282","83.635","0","0","34.616","2358.343","615.113","0","0","0","0","0","92.986","77.618","23.624","0","0","0","0","32.283","4424.341","184","2358.34","23.624","2358.343","0"
"영흥풍력","2"," 2025-05-11 00:00:00","2014.08","4024.32","2463.36","1163.52","455.04","17.28","0","0","0","2997.12","2355.84","339.84","0","38.4","15.36","322.56","2008.32","1891.2","865.92","489.6","122.88","192","456.96","485.76","22719.36","947","4024.32","15.36","4024.32","0"
"군위 화산풍력","1"," 2025-05-11 00:00:00","742.442","1205.263","1648.8","1716.295","2111.621","2989.053","1311.326","298.905","125.347","2555.158","3124.042","2796.211","48.211","0","0","38.568","163.916","231.411","202.484","559.242","241.053","144.632","289.263","289.263","22832.506","951","3124.04","38.568","3124.042","0"
"어음풍력","1"," 2025-05-11 00:00:00","62.048","275.52","127.904","0.112","31.192","109.76","68.824","3.36","0","0","0","56.896","795.424","429.52","660.24","1244.88","925.288","149.688","0.616","80.64","358.512","951.216","2135.504","2686.88","11154.024","465","2686.88","0.112","2686.88","0"
"삼천포풍력","1"," 2025-05-10 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2025-05-10 00:00:00","361.108","350.522","410.757","480.073","337.295","334.788","490.619","653.537","1264.452","3812.596","2464.051","1544.595","464.898","457.881","449.223","428.245","622.921","495.324","252.995","127.638","184.985","21.427","0","0","16009.93","667","3812.59","21.427","3812.596","0"
"영흥풍력","2"," 2025-05-10 00:00:00","10300.8","5132.16","7624.32","6288","6645.12","7307.52","12030.72","14209.92","15169.92","19595.52","21260.16","19069.44","15517.44","8376.96","6850.56","11155.2","14090.88","8714.88","5243.52","2782.08","2766.72","622.08","314.88","186.24","221255.04","9219","21260.16","186.24","21260.16","186.24"
"군위 화산풍력","1"," 2025-05-10 00:00:00","1407.747","906.358","395.326","2034.484","3770.063","1774.147","1542.737","1330.611","2314.105","5862.4","7202.653","7520.842","3885.768","829.221","1128.126","2024.842","2034.484","4589.642","3316.884","1851.284","1562.021","790.653","414.611","250.695","58739.704","2447","7520.84","250.695","7520.842","250.695"
"어음풍력","1"," 2025-05-10 00:00:00","4920.496","5211.976","7065.296","7142.912","2581.04","1138.984","596.4","690.76","1452.696","154.448","1008.392","2866.136","1181.936","2474.752","3169.376","3064.264","3154.312","2900.8","2366.896","987.672","581.56","46.312","333.2","90.664","55181.28","2299","7142.91","46.312","7142.912","46.312"
"삼천포풍력","1"," 2025-05-09 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2025-05-09 00:00:00","0","0","0","137.782","187.955","76.268","147.943","100.719","76.364","230.916","378.905","345.837","306.29","429.479","386.135","392.151","364.212","0","0.6","213.408","346.956","132.17","205.753","444.056","4903.899","204","444.05","0.6","444.056","0"
"영흥풍력","2"," 2025-05-09 00:00:00","0","0","286.08","481.92","449.28","420.48","480","689.28","2586.24","5297.28","4784.64","6293.76","7971.84","9682.56","9327.36","10586.88","6401.28","4049.28","4842.24","5667.84","9509.76","4888.32","5293.44","10794.24","110784","4616","10794.24","286.08","10794.24","0"
"군위 화산풍력","1"," 2025-05-09 00:00:00","2699.789","1841.642","1320.968","896.716","1841.642","1918.779","1446.316","2555.158","3924.337","6392.716","7115.874","5505.642","3104.758","1774.147","539.958","1022.063","2381.6","5370.653","5698.484","3490.442","1128.126","2294.821","3268.674","2111.621","69644.926","2902","7115.87","539.958","7115.874","539.958"
"어음풍력","1"," 2025-05-09 00:00:00","13873.944","13557.992","16159.192","17537.632","17679.424","17728.032","119.448","0","0","13048.504","19967.976","19814.536","18840.36","20071.8","19496.064","16389.016","13224.232","12519.472","12878.096","17004.232","17021.424","13336.456","6260.128","4290.216","320818.176","13367","20071.8","119.448","20071.8","0"
"삼천포풍력","1"," 2025-05-08 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2025-05-08 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","2"," 2025-05-08 00:00:00","0","0","0","0","0","0","3.84","9.6","9.6","259.2","0","0","0","40.32","0","240","472.32","435.84","176.64","0","0","0","0","0","1647.36","69","472.32","3.84","472.32","0"
"군위 화산풍력","1"," 2025-05-08 00:00:00","0","0","57.853","125.347","9.642","0","0","0","0","0","0","38.568","790.653","462.821","202.484","212.126","163.916","241.053","163.916","250.695","308.547","183.2","221.768","1185.979","4618.568","192","1185.97","9.642","1185.979","0"
"어음풍력","1"," 2025-05-08 00:00:00","216.44","0","308.616","0","0","0","0","0","0","0.616","9.632","132.104","27.104","198.072","240.632","338.856","11.48","1138.928","133.168","3149.272","18151.896","19221.888","16427.432","17460.688","77166.824","3215","19221.88","0.616","19221.888","0"
"삼천포풍력","1"," 2025-05-07 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2025-05-07 00:00:00","0","0","0","0","0","0","0","0","31.55","1618.762","0","0","0","0","0","0","18.978","0","0","0","0","0","0","0","1669.29","70","1618.76","18.978","1618.762","0"
"영흥풍력","2"," 2025-05-07 00:00:00","2705.28","1219.2","633.6","648.96","497.28","161.28","0","0","0","1597.44","1461.12","0","15.36","26.88","236.16","307.2","468.48","218.88","343.68","351.36","3.84","0","0","0","10896","454","2705.28","3.84","2705.28","0"
"군위 화산풍력","1"," 2025-05-07 00:00:00","0","0","0","221.768","289.263","163.916","173.558","154.274","241.053","2362.316","38.568","0","0","0","0","0","0","0","0","38.568","77.137","9.642","9.642","0","3779.705","157","2362.31","9.642","2362.316","0"
"어음풍력","1"," 2025-05-07 00:00:00","2449.496","2861.656","1071.728","883.568","1825.544","3159.968","2749.208","997.528","8.904","0","286.16","0","75.992","335.832","290.92","270.872","178.64","1.568","0","0","2.184","138.936","224","0.112","17812.816","742","3159.96","0.112","3159.968","0"
"삼천포풍력","1"," 2025-05-06 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2025-05-06 00:00:00","0","0","0","80.337","145.282","0","0","0","31.839","92.718","0","131.553","333.709","428.399","367.008","298.616","432.372","437.211","429.132","426.973","437.23","441.144","388.951","17.03","4919.504","205","441.14","17.03","441.144","0"
"영흥풍력","2"," 2025-05-06 00:00:00","541.44","842.88","1320.96","2117.76","3137.28","1845.12","2413.44","1647.36","132.48","2885.76","3584.64","2323.2","1119.36","3304.32","5612.16","5251.2","7090.56","5562.24","6998.4","6867.84","9039.36","5216.64","5088","5151.36","89093.76","3712","9039.36","132.48","9039.36","132.48"
"군위 화산풍력","1"," 2025-05-06 00:00:00","202.484","327.832","231.411","269.979","337.474","202.484","48.211","19.284","0","2564.8","3124.042","983.495","9.642","0","9.642","125.347","0","0","0","0","0","0","0","0","8456.127","352","3124.04","9.642","3124.042","0"
"어음풍력","1"," 2025-05-06 00:00:00","0","0","4.872","0","4.872","0","0","0","0","0","74.928","72.52","1.176","1143.072","1034.208","2403.408","2549.848","2081.24","1359.736","4594.352","6535.592","5925.36","3290.672","2709.392","33785.248","1408","6535.59","1.176","6535.592","0"
"삼천포풍력","1"," 2025-05-05 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2025-05-05 00:00:00","0","96.65","46.36","0","15.391","0","0","0","70.908","2374.548","1498.164","0","0","0","351.622","411.837","53.899","0","0","0","0","0","0","48.52","4967.899","207","2374.54","15.391","2374.548","0"
"영흥풍력","2"," 2025-05-05 00:00:00","0","965.76","318.72","491.52","664.32","167.04","291.84","418.56","460.8","3281.28","3273.6","328.32","0","276.48","633.6","554.88","1367.04","1255.68","1069.44","1017.6","1169.28","1950.72","2231.04","1000.32","23187.84","966","3281.28","167.04","3281.28","0"
"군위 화산풍력","1"," 2025-05-05 00:00:00","4175.032","6170.947","3866.484","1687.368","742.442","154.274","269.979","0","0","2564.8","3133.684","2786.568","48.211","0","0","0","0","1745.221","424.253","269.979","260.337","38.568","19.284","0","28357.431","1182","6170.94","19.284","6170.947","0"
"어음풍력","1"," 2025-05-05 00:00:00","20.608","0","0","0","0","0","0","0","0","658.504","3192.168","2434.656","333.144","5.432","1014.104","215.88","10.64","0","0","2136.064","2403.8","2.52","0","5.824","12433.344","518","3192.16","2.52","3192.168","0"
"삼천포풍력","1"," 2025-05-04 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2025-05-04 00:00:00","351.274","373.082","213.929","250.7","284.424","234.889","244.511","0","36.641","1992.38","185.12","252.571","461.062","528.352","506.969","458.863","422.442","518.422","517.863","375.222","236.836","129.798","40.112","0","8615.462","359","1992.38","36.641","1992.38","0"
"영흥풍력","2"," 2025-05-04 00:00:00","3116.16","1436.16","1843.2","2106.24","2127.36","1288.32","969.6","633.6","389.76","3342.72","3997.44","1800.96","6130.56","7378.56","13017.6","12134.4","6159.36","6700.8","5692.8","4243.2","2484.48","643.2","706.56","211.2","88554.24","3690","13017.6","211.2","13017.6","211.2"
"군위 화산풍력","1"," 2025-05-04 00:00:00","6585.558","5949.179","7462.989","7212.295","6874.821","5727.411","5794.905","3866.484","3808.632","4502.863","4705.347","4666.779","2786.568","3066.189","2834.779","3490.442","5621.347","5891.326","4271.453","6768.758","5737.053","5428.505","5553.853","5100.674","123708.21","5155","7462.98","2786.568","7462.989","2786.568"
"어음풍력","1"," 2025-05-04 00:00:00","14502.376","11435.816","10103.632","9946.664","9695.504","9941.96","8613.808","6397.664","4836.216","3759.336","2648.632","601.328","0","391.328","1907.752","2084.04","1347.304","645.68","329.392","84.896","1.68","475.72","26.208","0","99776.936","4157","14502.37","1.68","14502.376","0"
"삼천포풍력","1"," 2025-05-03 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2025-05-03 00:00:00","0","0","0","0","0","0","0","0","27.847","0","0","0","0","0","84.387","282.998","452.232","432.931","299.638","174.477","388.353","250.893","461.737","440.566","3296.059","137","461.73","27.847","461.737","0"
"영흥풍력","2"," 2025-05-03 00:00:00","11.52","0","0","1.92","0","0","0","63.36","7.68","3108.48","2774.4","0","9.6","193.92","1034.88","2315.52","6213.12","5473.92","5224.32","4400.64","2893.44","3648","4247.04","5381.76","47003.52","1958","6213.12","1.92","6213.12","0"
"군위 화산풍력","1"," 2025-05-03 00:00:00","887.074","636.379","48.211","173.558","703.874","0","0","0","0","2882.989","3914.695","4136.463","607.453","973.853","424.253","472.463","674.947","5486.358","6363.789","7376.211","8292.211","7945.095","9401.053","8629.684","70030.613","2918","9401.05","48.211","9401.053","0"
"어음풍력","1"," 2025-05-03 00:00:00","5378.296","10876.656","17525.144","20115.648","20161.344","20165.152","20146.784","20134.408","20140.288","20057.464","19878.264","19703.152","17966.816","8705.2","736.96","3028.144","9513.448","12757.472","15091.888","17010.28","16940.84","16628.192","16310.84","15430.968","364403.648","15183","20165.15","736.96","20165.152","736.96"
"삼천포풍력","1"," 2025-05-02 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2025-05-02 00:00:00","567.857","672.567","623.229","744.44","585.575","274.609","185.564","150.238","443.883","3776.906","1852.544","236.239","198.985","0","140.327","306.618","159.879","103.207","0","0","0","5.479","6.52","0","11034.666","460","3776.9","5.479","3776.906","0"
"영흥풍력","2"," 2025-05-02 00:00:00","11619.84","10997.76","6593.28","10410.24","7735.68","4435.2","3173.76","2784","4055.04","5349.12","7503.36","3404.16","2215.68","478.08","1029.12","2330.88","990.72","645.12","94.08","149.76","403.2","604.8","487.68","167.04","87657.6","3652","11619.84","94.08","11619.84","94.08"
"군위 화산풍력","1"," 2025-05-02 00:00:00","6315.579","7867.958","7414.779","7800.463","8793.6","7617.263","6768.758","4117.179","2796.211","5303.158","5958.821","6633.768","4676.421","1706.653","858.147","549.6","260.337","732.8","1706.653","1369.179","1031.705","1089.558","752.084","183.2","92303.874","3846","8793.6","183.2","8793.6","183.2"
"어음풍력","1"," 2025-05-02 00:00:00","9042.656","7061.992","7603.792","9533.944","9933.28","9849","5574.128","4325.048","4019.064","4019.848","4019.344","2743.664","1474.592","1810.312","2585.912","2302.888","2074.408","1271.872","0","0","946.904","56.728","769.664","593.264","91612.304","3817","9933.28","56.728","9933.28","0"
"삼천포풍력","1"," 2025-05-01 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2025-05-01 00:00:00","426.125","342.463","268.054","334.711","304.246","215.395","291.828","320.154","267.919","2272.381","1920.709","846.502","455.972","427.185","246.573","99.582","0","3.126","158.337","150.547","326.864","545.781","466.325","463.492","11154.271","465","2272.38","3.126","2272.381","0"
"영흥풍력","2"," 2025-05-01 00:00:00","13274.88","3448.32","2592","4037.76","5028.48","8945.28","11679.36","5713.92","3619.2","7729.92","8931.84","9686.4","10316.16","4064.64","4039.68","2021.76","875.52","633.6","904.32","718.08","2933.76","13436.16","15661.44","11452.8","151745.28","6323","15661.44","633.6","15661.44","633.6"
"군위 화산풍력","1"," 2025-05-01 00:00:00","8080.084","9921.726","9825.305","8321.137","10018.147","10461.684","10423.116","6942.316","7067.663","8909.305","9661.389","10789.516","6913.389","2680.505","1031.705","925.642","19.284","241.053","944.926","260.337","9.642","19.284","1272.758","3924.337","128664.25","5361","10789.51","9.642","10789.516","9.642"
"어음풍력","1"," 2025-05-01 00:00:00","20175.064","20156.36","20158.992","20159.216","20148.24","20150.368","20153.28","20133.512","20128.024","20030.136","19764.64","19831.392","19788.832","16150.848","14797.048","3318.672","4679.192","1115.184","147.112","11.2","157.304","2583.616","3318.616","7184.184","314241.032","13093","20175.06","11.2","20175.064","11.2"
"삼천포풍력","1"," 2025-04-30 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2025-04-30 00:00:00","59.26","256.812","433.028","439.93","431.639","415.886","284.578","211.152","298.771","1004.139","557.291","783.499","473.595","450.265","438.985","456.473","409.119","351.969","133.578","260.129","301.296","271.756","315.932","422.442","9461.524","394","1004.13","59.26","1004.139","59.26"
"영흥풍력","2"," 2025-04-30 00:00:00","1115.52","1754.88","2826.24","2699.52","3198.72","4014.72","5078.4","5955.84","5258.88","7284.48","6925.44","10358.4","13267.2","8542.08","10817.28","15404.16","13430.4","14088.96","9269.76","5028.48","9964.8","1512.96","1447.68","9507.84","168752.64","7031","15404.16","1115.52","15404.16","1115.52"
"군위 화산풍력","1"," 2025-04-30 00:00:00","67.495","163.916","221.768","269.979","202.484","183.2","289.263","221.768","646.021","3230.105","2940.842","134.989","0","163.916","443.537","385.684","260.337","308.547","366.4","2670.863","3085.474","4117.179","6383.074","6064.884","32821.725","1368","6383.07","67.495","6383.074","0"
"어음풍력","1"," 2025-04-30 00:00:00","0","1173.816","2461.704","2762.424","2328.424","3181.192","3190.936","459.872","0","708.232","1144.08","3539.312","4672.808","5407.808","5856.536","7005.88","2763.432","4343.864","14201.432","18291.728","20146.952","20180.104","19708.192","20021.176","163549.904","6815","20180.1","459.872","20180.104","0"
"삼천포풍력","1"," 2025-04-29 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2025-04-29 00:00:00","435.225","119.791","0","0","0","0","0","0","25.572","3542.325","1295.678","0","0","0","0","0","0","0","0","73.665","51.103","162.309","86.489","115.895","5908.052","246","3542.32","25.572","3542.325","0"
