"발전구분","호기","일자","1시 발전량(MWh)","2시 발전량(MWh)","3시 발전량(MWh)","4시 발전량(MWh)","5시 발전량(MWh)","6시 발전량(MWh)","7시 발전량(MWh)","8시 발전량(MWh)","9시 발전량(MWh)","10시 발전량(MWh)","11시 발전량(MWh)","12시 발전량(MWh)","13시 발전량(MWh)","14시 발전량(MWh)","15시 발전량(MWh)","16시 발전량(MWh)","17시 발전량(MWh)","18시 발전량(MWh)","19시 발전량(MWh)","20시 발전량(MWh)","21시 발전량(MWh)","22시 발전량(MWh)","23시 발전량(MWh)","24시 발전량(MWh)","총량(KW)","평균(KW)","최대(시간별)","최소(시간별)","최대","최소"
"""군위 화산풍력""",""" 1""",""" 2022-04-20 00:00:00""",""" 1880.211""",""" 2478.021""",""" 2429.811""",""" 2545.516""",""" 3683.284""",""" 2632.295""",""" 2410.526""",""" 1581.305""",""" 790.653""",""" 3075.832""",""" 3143.326""",""" 3017.979""",""" 356.758""",""" 1050.989""",""" 192.842""",""" 212.126""",""" 183.2""",""" 154.274""",""" 134.989""",""" 221.768""",""" 19.284""",""" 0""",""" 0""",""" 0""",""" 32194.989""",""" 1341""",""" 3683.28""",""" 19.284""",""" 3683.284""",""" 0"""
"""삼천포풍력""",""" 1""",""" 2022-04-19 00:00:00""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0"""
"""영흥풍력""",""" 1""",""" 2022-04-19 00:00:00""",""" 1570.847""",""" 906.342""",""" 4.572""",""" 0""",""" 254.846""",""" 578.789""",""" 176.173""",""" 997.777""",""" 4724.105""",""" 5402.716""",""" 1348.32""",""" 367.201""",""" 482.521""",""" 503.248""",""" 418.547""",""" 351.197""",""" 392.575""",""" 533.808""",""" 530.569""",""" 1696.126""",""" 1875.728""",""" 3347.947""",""" 3509.888""",""" 1961.334""",""" 31935.176""",""" 1331""",""" 5402.71""",""" 4.572""",""" 5402.716""",""" 0"""
"""영흥풍력""",""" 2""",""" 2022-04-19 00:00:00""",""" 1438.08""",""" 1608.96""",""" 435.84""",""" 94.08""",""" 0""",""" 0""",""" 1.92""",""" 0""",""" 149.76""",""" 4028.16""",""" 4137.6""",""" 1029.12""",""" 311.04""",""" 483.84""",""" 481.92""",""" 341.76""",""" 199.68""",""" 134.4""",""" 230.4""",""" 130.56""",""" 247.68""",""" 441.6""",""" 472.32""",""" 445.44""",""" 16844.16""",""" 702""",""" 4137.6""",""" 1.92""",""" 4137.6""",""" 0"""
"""군위 화산풍력""",""" 1""",""" 2022-04-19 00:00:00""",""" 3451.874""",""" 2516.589""",""" 1966.989""",""" 2632.295""",""" 3394.021""",""" 3962.905""",""" 3017.979""",""" 1205.263""",""" 482.105""",""" 2960.126""",""" 3143.326""",""" 2748""",""" 134.989""",""" 144.632""",""" 298.905""",""" 511.032""",""" 578.526""",""" 318.189""",""" 231.411""",""" 1224.547""",""" 2805.853""",""" 3461.516""",""" 1754.863""",""" 1677.726""",""" 44623.661""",""" 1859""",""" 3962.9""",""" 134.989""",""" 3962.905""",""" 134.989"""
"""삼천포풍력""",""" 1""",""" 2022-04-18 00:00:00""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0"""
"""영흥풍력""",""" 1""",""" 2022-04-18 00:00:00""",""" 0""",""" 0""",""" 275.285""",""" 1039.532""",""" 937.302""",""" 0.523""",""" 705.438""",""" 904.877""",""" 5219.428""",""" 6245.402""",""" 1522.989""",""" 243.546""",""" 1179.019""",""" 1006.953""",""" 337.392""",""" 224.11""",""" 278.061""",""" 216.551""",""" 307.196""",""" 428.65""",""" 882.34""",""" 1776.205""",""" 1545.289""",""" 1667.003""",""" 26943.091""",""" 1123""",""" 6245.4""",""" 0.523""",""" 6245.402""",""" 0"""
"""영흥풍력""",""" 2""",""" 2022-04-18 00:00:00""",""" 1.92""",""" 0""",""" 0""",""" 17.28""",""" 69.12""",""" 49.92""",""" 0""",""" 5.76""",""" 46.08""",""" 3444.48""",""" 1841.28""",""" 147.84""",""" 184.32""",""" 1286.4""",""" 1165.44""",""" 478.08""",""" 297.6""",""" 218.88""",""" 149.76""",""" 241.92""",""" 368.64""",""" 731.52""",""" 1403.52""",""" 1242.24""",""" 13392""",""" 558""",""" 3444.48""",""" 1.92""",""" 3444.48""",""" 0"""
"""군위 화산풍력""",""" 1""",""" 2022-04-18 00:00:00""",""" 453.179""",""" 2391.242""",""" 2015.2""",""" 2304.463""",""" 2111.621""",""" 2940.842""",""" 2429.811""",""" 809.937""",""" 433.895""",""" 3046.905""",""" 3471.158""",""" 3152.968""",""" 617.095""",""" 221.768""",""" 192.842""",""" 192.842""",""" 221.768""",""" 192.842""",""" 86.779""",""" 260.337""",""" 308.547""",""" 607.453""",""" 3461.516""",""" 3046.905""",""" 34971.915""",""" 1457""",""" 3471.15""",""" 86.779""",""" 3471.158""",""" 86.779"""
"""삼천포풍력""",""" 1""",""" 2022-04-17 00:00:00""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0"""
"""영흥풍력""",""" 1""",""" 2022-04-17 00:00:00""",""" 0""",""" 86.951""",""" 0.079""",""" 182.286""",""" 139.922""",""" 620.164""",""" 626.642""",""" 127.812""",""" 3327.76""",""" 4075.428""",""" 1169.651""",""" 235.024""",""" 696.781""",""" 242.197""",""" 238.591""",""" 362.303""",""" 288.242""",""" 0""",""" 190.346""",""" 35.137""",""" 563.904""",""" 1016.38""",""" 1248.202""",""" 641.969""",""" 16115.771""",""" 671""",""" 4075.42""",""" 0.079""",""" 4075.428""",""" 0"""
"""영흥풍력""",""" 2""",""" 2022-04-17 00:00:00""",""" 0""",""" 9.6""",""" 297.6""",""" 172.8""",""" 462.72""",""" 149.76""",""" 234.24""",""" 80.64""",""" 9.6""",""" 3488.64""",""" 3980.16""",""" 864""",""" 222.72""",""" 558.72""",""" 261.12""",""" 172.8""",""" 203.52""",""" 117.12""",""" 65.28""",""" 42.24""",""" 40.32""",""" 230.4""",""" 478.08""",""" 243.84""",""" 12385.92""",""" 516""",""" 3980.16""",""" 9.6""",""" 3980.16""",""" 0"""
"""군위 화산풍력""",""" 1""",""" 2022-04-17 00:00:00""",""" 7491.916""",""" 7414.779""",""" 7221.937""",""" 7337.642""",""" 6489.137""",""" 6354.147""",""" 4686.063""",""" 1928.421""",""" 906.358""",""" 3075.832""",""" 3394.021""",""" 3085.474""",""" 96.421""",""" 77.137""",""" 86.779""",""" 57.853""",""" 202.484""",""" 202.484""",""" 241.053""",""" 212.126""",""" 221.768""",""" 173.558""",""" 347.116""",""" 308.547""",""" 61613.053""",""" 2567""",""" 7491.91""",""" 57.853""",""" 7491.916""",""" 57.853"""
"""삼천포풍력""",""" 1""",""" 2022-04-16 00:00:00""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0"""
"""영흥풍력""",""" 1""",""" 2022-04-16 00:00:00""",""" 403.392""",""" 538.686""",""" 1380.413""",""" 1584.801""",""" 73.607""",""" 0""",""" 0""",""" 0""",""" 3120.115""",""" 3895.818""",""" 650.163""",""" 0""",""" 0""",""" 0""",""" 291.424""",""" 389.162""",""" 406.458""",""" 334.307""",""" 339.59""",""" 504.964""",""" 420.591""",""" 0""",""" 108.761""",""" 102.86""",""" 14545.112""",""" 606""",""" 3895.81""",""" 73.6""",""" 3895.818""",""" 0"""
"""영흥풍력""",""" 2""",""" 2022-04-16 00:00:00""",""" 1111.68""",""" 2050.56""",""" 2328.96""",""" 2044.8""",""" 885.12""",""" 7.68""",""" 0""",""" 0""",""" 0""",""" 3505.92""",""" 4277.76""",""" 885.12""",""" 220.8""",""" 36.48""",""" 144""",""" 163.2""",""" 441.6""",""" 622.08""",""" 516.48""",""" 481.92""",""" 664.32""",""" 1607.04""",""" 720""",""" 80.64""",""" 22796.16""",""" 950""",""" 4277.76""",""" 7.68""",""" 4277.76""",""" 0"""
"""군위 화산풍력""",""" 1""",""" 2022-04-16 00:00:00""",""" 318.189""",""" 511.032""",""" 395.326""",""" 1253.474""",""" 1012.421""",""" 867.789""",""" 858.147""",""" 395.326""",""" 0""",""" 2776.926""",""" 3133.684""",""" 2767.284""",""" 28.926""",""" 0""",""" 28.926""",""" 96.421""",""" 212.126""",""" 241.053""",""" 202.484""",""" 385.684""",""" 2101.979""",""" 3596.505""",""" 5843.116""",""" 7067.663""",""" 34094.481""",""" 1421""",""" 7067.66""",""" 28.926""",""" 7067.663""",""" 0"""
"""삼천포풍력""",""" 1""",""" 2022-04-15 00:00:00""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0"""
"""영흥풍력""",""" 1""",""" 2022-04-15 00:00:00""",""" 0""",""" 28.311""",""" 147.461""",""" 225.228""",""" 99.717""",""" 192.506""",""" 66.916""",""" 0""",""" 3120.404""",""" 3510.581""",""" 448.51""",""" 0""",""" 112.849""",""" 236.277""",""" 203.111""",""" 1943.816""",""" 432.642""",""" 508.357""",""" 6883.275""",""" 10662.872""",""" 8108.775""",""" 2586.366""",""" 1047.455""",""" 887.083""",""" 41452.512""",""" 1727""",""" 10662.87""",""" 28.311""",""" 10662.872""",""" 0"""
"""영흥풍력""",""" 2""",""" 2022-04-15 00:00:00""",""" 0""",""" 0""",""" 0""",""" 1.92""",""" 153.6""",""" 464.64""",""" 278.4""",""" 74.88""",""" 48""",""" 3498.24""",""" 3876.48""",""" 453.12""",""" 341.76""",""" 466.56""",""" 464.64""",""" 368.64""",""" 428.16""",""" 259.2""",""" 151.68""",""" 4924.8""",""" 11184""",""" 6094.08""",""" 3179.52""",""" 1923.84""",""" 38636.16""",""" 1610""",""" 11184""",""" 1.92""",""" 11184""",""" 0"""
"""군위 화산풍력""",""" 1""",""" 2022-04-15 00:00:00""",""" 0""",""" 0""",""" 732.8""",""" 192.842""",""" 67.495""",""" 48.211""",""" 0""",""" 790.653""",""" 144.632""",""" 260.337""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 115.705""",""" 241.053""",""" 501.389""",""" 443.537""",""" 279.621""",""" 173.558""",""" 202.484""",""" 48.211""",""" 163.916""",""" 4406.444""",""" 184""",""" 790.65""",""" 48.211""",""" 790.653""",""" 0"""
"""삼천포풍력""",""" 1""",""" 2022-04-14 00:00:00""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0"""
"""영흥풍력""",""" 1""",""" 2022-04-14 00:00:00""",""" 4627.118""",""" 6393.528""",""" 4470.608""",""" 5578.813""",""" 6215.322""",""" 4618.588""",""" 2403.413""",""" 2183.277""",""" 4771.259""",""" 5224.202""",""" 2688.175""",""" 852.902""",""" 686.91""",""" 673.916""",""" 1093.141""",""" 273.222""",""" 534.714""",""" 244.009""",""" 128.198""",""" 141.889""",""" 0""",""" 0""",""" 0""",""" 0""",""" 53803.204""",""" 2242""",""" 6393.52""",""" 128.198""",""" 6393.528""",""" 0"""
"""영흥풍력""",""" 2""",""" 2022-04-14 00:00:00""",""" 8559.36""",""" 6472.32""",""" 4872.96""",""" 7057.92""",""" 5089.92""",""" 5331.84""",""" 4535.04""",""" 1537.92""",""" 1549.44""",""" 5053.44""",""" 5681.28""",""" 2868.48""",""" 1914.24""",""" 501.12""",""" 472.32""",""" 280.32""",""" 276.48""",""" 514.56""",""" 464.64""",""" 259.2""",""" 387.84""",""" 0""",""" 0""",""" 0""",""" 63680.64""",""" 2653""",""" 8559.36""",""" 259.2""",""" 8559.36""",""" 0"""
"""군위 화산풍력""",""" 1""",""" 2022-04-14 00:00:00""",""" 154.274""",""" 0""",""" 115.705""",""" 289.263""",""" 231.411""",""" 241.053""",""" 761.726""",""" 1523.453""",""" 472.463""",""" 2776.926""",""" 3133.684""",""" 2776.926""",""" 28.926""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 67.495""",""" 67.495""",""" 0""",""" 0""",""" 0""",""" 12640.8""",""" 527""",""" 3133.68""",""" 28.926""",""" 3133.684""",""" 0"""
"""삼천포풍력""",""" 1""",""" 2022-04-13 00:00:00""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0"""
"""영흥풍력""",""" 1""",""" 2022-04-13 00:00:00""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 31.28""",""" 2507.907""",""" 6219.305""",""" 11168.855""",""" 9018.776""",""" 7353.186""",""" 6991.755""",""" 5997.457""",""" 5067.587""",""" 7077.663""",""" 6130.583""",""" 4837.917""",""" 7341.855""",""" 8740.689""",""" 10269.363""",""" 10053.224""",""" 8606.405""",""" 7133.535""",""" 7643.921""",""" 132191.263""",""" 5508""",""" 11168.85""",""" 31.28""",""" 11168.855""",""" 0"""
"""영흥풍력""",""" 2""",""" 2022-04-13 00:00:00""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 1509.12""",""" 3830.4""",""" 7852.8""",""" 9050.88""",""" 8705.28""",""" 7153.92""",""" 5685.12""",""" 4245.12""",""" 6197.76""",""" 6464.64""",""" 6288""",""" 7173.12""",""" 11433.6""",""" 10533.12""",""" 8799.36""",""" 8770.56""",""" 9429.12""",""" 123121.92""",""" 5130""",""" 11433.6""",""" 1509.12""",""" 11433.6""",""" 0"""
"""군위 화산풍력""",""" 1""",""" 2022-04-13 00:00:00""",""" 0""",""" 0""",""" 0""",""" 115.705""",""" 134.989""",""" 125.347""",""" 347.116""",""" 2275.537""",""" 7289.432""",""" 10076""",""" 9526.4""",""" 7424.421""",""" 5563.495""",""" 1571.663""",""" 356.758""",""" 183.2""",""" 318.189""",""" 260.337""",""" 231.411""",""" 202.484""",""" 144.632""",""" 241.053""",""" 38.568""",""" 241.053""",""" 46667.79""",""" 1944""",""" 10076""",""" 38.568""",""" 10076""",""" 0"""
"""삼천포풍력""",""" 1""",""" 2022-04-12 00:00:00""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0"""
"""영흥풍력""",""" 1""",""" 2022-04-12 00:00:00""",""" 1236.482""",""" 635.433""",""" 1291.129""",""" 126.096""",""" 0""",""" 1652.703""",""" 1198.893""",""" 1466.052""",""" 4597.889""",""" 6037.759""",""" 8153.281""",""" 6148.289""",""" 2376.88""",""" 737.306""",""" 1434.268""",""" 9417.924""",""" 2740.774""",""" 843.591""",""" 0""",""" 0""",""" 40.575""",""" 913.822""",""" 324.184""",""" 0""",""" 51373.33""",""" 2141""",""" 9417.92""",""" 40.575""",""" 9417.924""",""" 0"""
"""영흥풍력""",""" 2""",""" 2022-04-12 00:00:00""",""" 1783.68""",""" 1799.04""",""" 324.48""",""" 322.56""",""" 0""",""" 0""",""" 1351.68""",""" 1317.12""",""" 2060.16""",""" 5076.48""",""" 5439.36""",""" 11938.56""",""" 8102.4""",""" 2254.08""",""" 744.96""",""" 1814.4""",""" 10469.76""",""" 3588.48""",""" 1436.16""",""" 94.08""",""" 0""",""" 28.8""",""" 704.64""",""" 190.08""",""" 60840.96""",""" 2535""",""" 11938.56""",""" 28.8""",""" 11938.56""",""" 0"""
"""군위 화산풍력""",""" 1""",""" 2022-04-12 00:00:00""",""" 48.211""",""" 0""",""" 0""",""" 38.568""",""" 192.842""",""" 19.284""",""" 77.137""",""" 28.926""",""" 0""",""" 1166.695""",""" 0""",""" 0""",""" 19.284""",""" 241.053""",""" 221.768""",""" 86.779""",""" 0""",""" 0""",""" 0""",""" 57.853""",""" 38.568""",""" 0""",""" 0""",""" 0""",""" 2236.968""",""" 93""",""" 1166.69""",""" 19.284""",""" 1166.695""",""" 0"""
"""삼천포풍력""",""" 1""",""" 2022-04-11 00:00:00""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0"""
"""영흥풍력""",""" 1""",""" 2022-04-11 00:00:00""",""" 1287.467""",""" 1010.75""",""" 2796.05""",""" 3616.829""",""" 4108.187""",""" 4929.313""",""" 4825.305""",""" 2941.99""",""" 4564.519""",""" 4308.217""",""" 1084.101""",""" 0""",""" 0""",""" 0""",""" 213.061""",""" 294.933""",""" 0""",""" 176.193""",""" 251.606""",""" 373.41""",""" 500.221""",""" 1313.142""",""" 678.022""",""" 462.585""",""" 39735.901""",""" 1656""",""" 4929.31""",""" 176.19""",""" 4929.313""",""" 0"""
"""영흥풍력""",""" 2""",""" 2022-04-11 00:00:00""",""" 1065.6""",""" 1395.84""",""" 1167.36""",""" 3496.32""",""" 3037.44""",""" 3978.24""",""" 4972.8""",""" 3866.88""",""" 2167.68""",""" 6019.2""",""" 6577.92""",""" 929.28""",""" 0""",""" 0""",""" 0""",""" 101.76""",""" 172.8""",""" 165.12""",""" 280.32""",""" 458.88""",""" 466.56""",""" 499.2""",""" 4609.92""",""" 2348.16""",""" 47777.28""",""" 1991""",""" 6577.92""",""" 101.76""",""" 6577.92""",""" 0"""
"""군위 화산풍력""",""" 1""",""" 2022-04-11 00:00:00""",""" 0""",""" 0""",""" 0""",""" 0""",""" 106.063""",""" 134.989""",""" 404.968""",""" 260.337""",""" 28.926""",""" 2786.568""",""" 2034.484""",""" 0""",""" 202.484""",""" 67.495""",""" 48.211""",""" 231.411""",""" 106.063""",""" 183.2""",""" 173.558""",""" 77.137""",""" 9.642""",""" 0""",""" 0""",""" 19.284""",""" 6874.82""",""" 286""",""" 2786.56""",""" 9.642""",""" 2786.568""",""" 0"""
"""삼천포풍력""",""" 1""",""" 2022-04-10 00:00:00""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0"""
"""영흥풍력""",""" 1""",""" 2022-04-10 00:00:00""",""" 6104.89""",""" 4191.478""",""" 5128.81""",""" 2738.443""",""" 2284.156""",""" 1904.944""",""" 1031.146""",""" 192.255""",""" 3728.851""",""" 4427.282""",""" 705.341""",""" 358.794""",""" 249.775""",""" 322.178""",""" 415.346""",""" 3830.777""",""" 8782.629""",""" 10967.786""",""" 7669.448""",""" 1856.61""",""" 404.414""",""" 1689.457""",""" 1445.293""",""" 1026.134""",""" 71456.237""",""" 2977""",""" 10967.78""",""" 192.255""",""" 10967.786""",""" 192.255"""
"""영흥풍력""",""" 2""",""" 2022-04-10 00:00:00""",""" 14889.6""",""" 7203.84""",""" 4592.64""",""" 4385.28""",""" 4913.28""",""" 4300.8""",""" 2186.88""",""" 1205.76""",""" 1658.88""",""" 4707.84""",""" 4728.96""",""" 447.36""",""" 32.64""",""" 59.52""",""" 243.84""",""" 3327.36""",""" 9878.4""",""" 15672.96""",""" 15402.24""",""" 7791.36""",""" 1989.12""",""" 599.04""",""" 1345.92""",""" 1209.6""",""" 112773.12""",""" 4699""",""" 15672.96""",""" 32.64""",""" 15672.96""",""" 32.64"""
"""군위 화산풍력""",""" 1""",""" 2022-04-10 00:00:00""",""" 38.568""",""" 144.632""",""" 173.558""",""" 0""",""" 0""",""" 0""",""" 0""",""" 67.495""",""" 0""",""" 2709.432""",""" 28.926""",""" 0""",""" 0""",""" 0""",""" 183.2""",""" 154.274""",""" 192.842""",""" 241.053""",""" 183.2""",""" 0""",""" 0""",""" 0""",""" 0""",""" 96.421""",""" 4213.601""",""" 176""",""" 2709.43""",""" 28.926""",""" 2709.432""",""" 0"""
"""삼천포풍력""",""" 1""",""" 2022-04-09 00:00:00""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0"""
"""영흥풍력""",""" 1""",""" 2022-04-09 00:00:00""",""" 6776.542""",""" 7476.021""",""" 7290.546""",""" 9224.586""",""" 8998.145""",""" 9443.513""",""" 7271.076""",""" 3347.716""",""" 6404.344""",""" 7393.587""",""" 6560.371""",""" 5634.482""",""" 5536.387""",""" 5929.361""",""" 7896.621""",""" 7698.341""",""" 8220.943""",""" 7102.213""",""" 8408.343""",""" 8677.499""",""" 9419.25""",""" 8980.513""",""" 9092.996""",""" 9036.101""",""" 181819.497""",""" 7576""",""" 9443.51""",""" 3347.71""",""" 9443.513""",""" 3347.716"""
"""영흥풍력""",""" 2""",""" 2022-04-09 00:00:00""",""" 2449.92""",""" 6328.32""",""" 10055.04""",""" 11362.56""",""" 7305.6""",""" 9636.48""",""" 10609.92""",""" 7146.24""",""" 3857.28""",""" 6551.04""",""" 7418.88""",""" 10606.08""",""" 12748.8""",""" 9498.24""",""" 12718.08""",""" 10665.6""",""" 11506.56""",""" 15356.16""",""" 16750.08""",""" 17479.68""",""" 16558.08""",""" 14653.44""",""" 17558.4""",""" 17018.88""",""" 265839.36""",""" 11077""",""" 17558.4""",""" 2449.92""",""" 17558.4""",""" 2449.92"""
"""군위 화산풍력""",""" 1""",""" 2022-04-09 00:00:00""",""" 646.021""",""" 1465.6""",""" 2130.905""",""" 1899.495""",""" 2323.747""",""" 2246.611""",""" 1774.147""",""" 2159.832""",""" 1002.779""",""" 3152.968""",""" 3451.874""",""" 3124.042""",""" 1108.842""",""" 472.463""",""" 183.2""",""" 202.484""",""" 202.484""",""" 221.768""",""" 192.842""",""" 308.547""",""" 163.916""",""" 0""",""" 48.211""",""" 67.495""",""" 28550.273""",""" 1190""",""" 3451.87""",""" 48.211""",""" 3451.874""",""" 0"""
"""삼천포풍력""",""" 1""",""" 2022-04-08 00:00:00""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0"""
"""영흥풍력""",""" 1""",""" 2022-04-08 00:00:00""",""" 98.136""",""" 398.938""",""" 274.456""",""" 0""",""" 565.755""",""" 1346.913""",""" 2469.736""",""" 138.611""",""" 3135.218""",""" 3942.098""",""" 548.75""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 64.641""",""" 114.893""",""" 355.131""",""" 516.031""",""" 650.992""",""" 4178.364""",""" 6960.989""",""" 25759.652""",""" 1073""",""" 6960.98""",""" 64.641""",""" 6960.989""",""" 0"""
"""영흥풍력""",""" 2""",""" 2022-04-08 00:00:00""",""" 5.76""",""" 178.56""",""" 61.44""",""" 24.96""",""" 0""",""" 706.56""",""" 986.88""",""" 1096.32""",""" 161.28""",""" 3465.6""",""" 3864.96""",""" 376.32""",""" 0""",""" 0""",""" 0""",""" 9.6""",""" 0""",""" 0""",""" 74.88""",""" 97.92""",""" 222.72""",""" 430.08""",""" 464.64""",""" 940.8""",""" 13169.28""",""" 549""",""" 3864.96""",""" 5.76""",""" 3864.96""",""" 0"""
"""군위 화산풍력""",""" 1""",""" 2022-04-08 00:00:00""",""" 2034.484""",""" 1465.6""",""" 2506.947""",""" 1378.821""",""" 1108.842""",""" 289.263""",""" 0""",""" 0""",""" 0""",""" 2796.211""",""" 3143.326""",""" 2786.568""",""" 48.211""",""" 77.137""",""" 279.621""",""" 318.189""",""" 279.621""",""" 221.768""",""" 221.768""",""" 154.274""",""" 173.558""",""" 269.979""",""" 250.695""",""" 154.274""",""" 19959.157""",""" 832""",""" 3143.32""",""" 48.211""",""" 3143.326""",""" 0"""
"""삼천포풍력""",""" 1""",""" 2022-04-07 00:00:00""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0"""
"""영흥풍력""",""" 1""",""" 2022-04-07 00:00:00""",""" 338.144""",""" 74.128""",""" 83.943""",""" 0""",""" 0""",""" 0""",""" 0""",""" 0""",""" 3215.145""",""" 4049.256""",""" 513.525""",""" 0""",""" 571.925""",""" 666.705""",""" 780.087""",""" 3061.55""",""" 4679.415""",""" 3829.41""",""" 4280.294""",""" 1598.871""",""" 1106.693""",""" 527.85""",""" 72.894""",""" 53.823""",""" 29503.658""",""" 1229""",""" 4679.41""",""" 53.823""",""" 4679.415""",""" 0"""
